SourceText_lang,Description_lang,CreatureID,IconFileDataID,SummonSpellID,Flags,PetTypeEnum,SourceTypeEnum,ID,CardUIModelSceneID,LoadoutUIModelSceneID
"|cFFFFD200Drop:|r Fel-Touched Pet Supplies|n|cFFFFD200Zone:|r Tanaan Jungle|n","These playful little riverbeasts enjoy scooping up a large mouthful of water and then spitting it at one another.",93352,979220,187555,2,7,0,1663,6,7
"|cFFFFD200Drop:|r Fel-Touched Pet Supplies|n|cFFFFD200Zone:|r Tanaan Jungle|n","Once a holy artifact used by draenei priests to calm spirits, it has become animated by anguished souls and drawn to locations of death and corruption.",93483,133706,185055,2,5,4,1664,41,7
"|cFFFFD200Vendor: |rGalissa Sundew|n|cFFFFD200Zone: |rDarkmoon Island","These crabs have developed an advanced form of camouflage that causes their skin to appear translucent.",93808,237176,185591,2,8,2,1665,6,7
"|cFFFFD200Vendor: |rGalissa Sundew|n|cFFFFD200Zone: |rDarkmoon Island","This fish doesn't seem to respond to your commands at all, or notice that you're there, really.",93814,133889,185601,146,8,2,1666,6,7
,,94601,841219,0,9264,9,-1,1671,6,7
"|cFFFFD200Drop:|r Shadow-Lord Iskar|n|cFFFFD200Zone:|r Hellfire Citadel|n","There is very little difference between a corrupted nest guardian and an omelette chef.",94623,1117883,187532,2,9,0,1672,35,7
,,94637,841219,0,9264,7,-1,1673,6,7
,,94638,841219,0,9264,7,-1,1674,6,7
,,94639,841219,0,9264,3,-1,1675,6,7
,,94640,841219,0,9264,2,-1,1676,6,7
,,94641,841219,0,9264,8,-1,1677,6,7
,,94642,841219,0,9264,6,-1,1678,6,7
,,94643,841219,0,9264,8,-1,1679,6,7
,,94644,841219,0,9264,5,-1,1680,6,7
,,94645,841219,0,9264,2,-1,1681,6,7
,,94646,841219,0,9264,5,-1,1682,6,7
,,94647,841219,0,9264,9,-1,1683,6,7
,,94648,841219,0,9264,0,-1,1684,6,7
,,94649,841219,0,9264,0,-1,1685,6,7
,,94650,841219,0,9264,6,-1,1686,6,7
"|cFFFFD200Garrison Mission:|r Orphaned Aquatic Animal Rescue|n","Who would leave such a cute shark behind? The Iron Horde truly has no soul.",94867,294472,188084,2,8,0,1687,6,7
"|cFFFFD200Vendor: |rTrader Araanda|n|cFFFFD200Zone: |rLunarfall|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Darakk|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Found wandering in a small blizzard, this lost goren carries a mining pick to show that he is a jack of all trades.",94927,1003743,188235,2,0,2,1688,6,7
"|cFFFFD200Treasure: |rForgotten Shard of the Cipher|n|cFFFFD200Zone: |rTanaan Jungle","A small amount of Cyrukh burns everlasting within this portion of the Cipher. Best keep it close to you.",95572,1135365,189357,2,6,0,1690,36,7
"|cFFFFD200Promotion:|r Legion Collector's Edition","This young stalker was easily swayed from Sargeras' grasp by a handful of Magical Mini-Treats.",95841,1129035,190020,82,4,7,1691,6,7
"|cFFFFD200Vendor: |rZ'tenga the Walker|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rThe Saberstalkers - Revered|n|cFFFFD200Cost: |r1500|TInterface\ICONS\INV_misc_blacksaberonfang.blp:0|t","Pets often look a lot like their owners, which is especially true if the owner was a saberon.",96126,132242,190682,2,7,2,1692,6,7
,,99085,133798,0,2080,3,-1,1790,6,7
"|cFFFFD200Vendor: |rDawn-Seeker Krisek|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rOrder of the Awakened - Exalted","Arakkoa sun worship has resulted in the creation of some strange and monstrous minions.",96123,526578,190681,2,2,2,1693,34,7
"|cFFFFD200Profession:|r Enchanting|n|cFFFFD200Formula:|r Enchanted Cauldron","Strega the Hag enchanted her cauldron to prevent it from tipping over and spilling hot soup.  She never expected it to achieve sentience and attempt to murder her.",96403,1379178,191071,2,5,3,1699,37,7
"|cFFFFD200Profession:|r Enchanting|n|cFFFFD200Formula:|r Enchanted Torch","Strega the Hag didn't like carrying her own torches.  One quick enchantment, and the thing would dutifully follow her into the night.",96404,1379180,191072,2,5,3,1700,39,7
"|cFFFFD200Profession:|r Enchanting|n|cFFFFD200Formula:|r Enchanted Pen","Strega the Hag, tired of writing thank you notes, used her magic to automate the task.  Unfortunately, the pen had a dark side and all the recipients received strongly worded letters...",96405,1379179,191073,2,5,3,1701,39,7
"|cFFFFD200Quest: |rGrumpy|n|cFFFFD200Zone: |rVal'sharah","You saved him, but maybe he saved you.",96622,877481,186299,2,7,1,1705,6,7
"|cFFFFD200Quest:|r Adopting the Adorable|n|cFFFFD200Zone:|r Val'Sharah","This little guy has had a rough start at life, be sure to take good care of him.",96649,446127,191425,2,7,1,1706,6,7
"|cFFFFD200Pet Battle: |rAzsuna, Stormheim","Many sailors believe that harming an albatross will bring terrible luck upon their voyage.",97018,464160,0,26,2,4,1708,6,7
"|cFFFFD200Pet Battle:|r Azsuna|n","While other species of birds take turns leading the flock during migration, the kingfeather always remains in the lead.  Whether this is an effort to help the rest of the flock conserve energy or out of dominance remains unknown.",97076,1392564,0,26,2,4,1709,6,7
"|cFFFFD200Pet Battle:|r Azsuna|n","Always in its brother's shadow.",97078,1392564,0,26,2,4,1710,6,7
"|cFFFFD200Quest: |rEmpty Nest|n|cFFFFD200Zone: |rHighmountain","A very rare bird, but this one was intrusted to you.",97079,132172,193680,2,2,1,1711,6,7
"|cFFFFD200Pet Battle: |rStormheim","These birds often prey on turtles by dropping them from great heights to break open their shell.",97080,1392564,0,26,2,4,1712,6,7
"|cFFFFD200Pet Battle: |rHighmountain, Stormheim","Its eyesight is better than its hearing.",97118,1387709,0,26,2,4,1713,6,7
"|cFFFFD200Pet Battle: |rHighmountain","Its sharp eyes can spot a snowshoe rabbit in a snowstorm.",97126,1387709,0,26,2,4,1714,6,7
"|cFFFFD200Vendor:|r Draemus|n|cFFFFD200Zone:|r Dalaran|n|cFFFFD200Cost:|r 100|TINTERFACE\ICONS\ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP:0|t","These creatures can hunt in almost pure darkness.",97127,1387709,194393,26,2,2,1715,6,7
"|cFFFFD200Vendor: |rMarin Bladewing|n|cFFFFD200Zone: |rAzsuna|n|cFFFFD200Faction: |rThe Wardens - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","A young companion in need of training.",97128,1387709,210669,2,2,2,1716,6,7
"|cFFFFD200Vendor: |rFirst Arcanist Thalyssra|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","What was once a great enemy is now an adorable friend!",97174,1387707,210671,2,5,2,1717,39,7
"|cFFFFD200Order Hall:|r Dreadscar Rift, The Fel Hammer","What are YOU looking at?!",97178,1387707,210672,18,5,4,1718,39,7
"|cFFFFD200Drop: |rFelsoul Inquisitor|n|cFFFFD200Zone: |rSuramar","Hello. Is it me you're looking for?",97179,1387707,210673,10,5,0,1719,39,7
"|cFFFFD200Quest: |rOn the Brink|n|cFFFFD200Zone: |rAzsuna","The great-great-great-great-great granddaughter of Senegos.",97207,134155,193388,66,1,1,1720,6,7
"|cFFFFD200Drop: |rStormwing Matriarch|n|cFFFFD200Zone: |rStormheim","Its scales are electrified, making it exceedingly tricky to cuddle.",97205,134158,193514,2,1,0,1721,6,7
"|cFFFFD200Pet Battle: |rThe Emerald Nightmare","Beautiful dreamer, wake unto me, Starlight and dewdrops are waiting for thee.",97206,134157,210674,26,1,4,1722,6,7
"|cFFFFD200Drop: |rYsondre|n|cFFFFD200Zone: |rThe Emerald Nightmare","What's a little corruption between friends?",112015,1354171,210675,2,1,0,1723,6,7
"|cFFFFD200World Event:|r Feast of Winter Veil","Grumplings are created when the tears of a kidnapped child fall upon a mound of new snow.",97229,1245298,191967,2,0,6,1725,6,7
"|cFFFFD200Pet Battle: |rHighmountain","The front legs of this spider are almost indestructable, allowing it to burrow into almost any surface.",97236,132196,0,26,7,4,1726,6,7
"|cFFFFD200Vendor: |rBreanni|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rBreanni|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Why is it called a nursery spider? Does it prefer to lurk in nurseries? Why would it do that? What does it do there? Oh, dear! Someone check on the kids!",97238,236551,194357,2,7,2,1727,6,7
"|cFFFFD200Pet Battle: |rAzsuna, Eye of Azshara","Juvenile describes this scuttleback's age, not its maturity.",97283,132186,0,26,8,4,1728,6,7
"|cFFFFD200Pet Battle: |rAzsuna, Eye of Azshara","Olivetail is a bit of misnomer, as its whole body is just brown...",97294,254857,0,26,4,4,1729,6,7
"|cFFFFD200World Event:|r Hallow's End|n","As if a mine full of non-ghost spiders wasn't scary enough.",97324,236551,0,26,3,6,1730,6,7
"|cFFFFD200Pet Battle: |rAzsuna, Highmountain","It's just like a regular spider, but fel.",97323,134321,0,26,7,4,1731,6,7
"|cFFFFD200Pet Battle: |rVal'sharah","On very rare occasions glowflies synchronize their flashing creating a spectacular sight for any adventurer lucky enough to catch this phenomenon.",97511,236196,0,26,2,4,1734,6,7
"|cFFFFD200Pet Battle: |rVal'sharah","The terror larva seeks a host to feed on their dreams and terrors. Soon the larva will grow into the host's worst fears.",97531,134895,0,26,7,4,1735,6,7
"|cFFFFD200Pet Battle: |rAzsuna, Stormheim, Val'sharah","These snakes are extraordinarily docile creatures.  However, they blend with their environment so well that many adventurers tread too closely to a nest.  Most bites result from totally avoidable incidents.",97542,136040,0,26,7,4,1736,6,7
"|cFFFFD200Pet Battle: |rVal'sharah","Vale flitter normally have incredibly long lifespans.  That was until people found use for them in pet battles.",97547,236193,0,26,2,4,1737,6,7
"|cFFFFD200Pet Battle: |rVal'sharah","Is it three white stripes on a brown tail, or two brown stripes on a white tail?",97555,646059,0,26,4,4,1738,6,7
"|cFFFFD200Pet Battle: |rVal'sharah","Striders glow brightest during spring, hence the name.",97559,643423,0,26,8,4,1739,6,7
"|cFFFFD200World Event:|r Hallow's End|n","If a live maggot eats the dead, what does an undead maggot eat?",97569,648918,0,26,3,6,1740,6,7
"|cFFFFD200World Event:|r Hallow's End|n","By far the best way to spread the plague of undeath.",97568,515993,0,26,3,6,1741,6,7
,,97690,1387710,0,1072,0,-1,1742,6,7
"|cFFFFD200Pet Battle: |rHighmountain, Stormheim","Often it is red-footed after it catches its prey.",97741,462532,0,26,7,4,1743,33,7
"|cFFFFD200Pet Battle: |rHighmountain, Stormheim","It disappears as quietly and mysteriously as the mist.",97743,797544,0,26,7,4,1744,33,7
,,97818,656576,0,48,7,-1,1745,6,7
,,97823,236193,0,48,2,-1,1746,6,7
,,97826,132196,0,48,7,-1,1748,6,7
"|cFFFFD200Pet Battle: |rStormheim","The last thing you'll see is a streak of red.",97840,133262,0,26,7,4,1749,6,7
"|cFFFFD200Pet Battle: |rStormheim","It's more cute than spooky.",97952,236548,0,26,3,4,1750,6,7
"|cFFFFD200Drop: |rSon of Goredome|n|cFFFFD200Zone: |rStormheim","Like father, like son.",98004,134060,193279,34,7,0,1751,6,7
"|cFFFFD200Drop: |rTenpak Flametotem|n|cFFFFD200Zone: |rHighmountain","Oddly, he was named Crispin even before the incident.",98077,133944,193368,2,4,0,1752,6,7
"|cFFFFD200Drop: |rSoulthirster|n|cFFFFD200Zone: |rHelheim","When a helsquid has devoured most of the food in any area, it can return to its polyp form and begin life anew.",98116,970806,193434,2,8,0,1753,6,7
"|cFFFFD200Vendor:|r Laura Malley|n|cFFFFD200Zone:|r Dalaran Sewers|n|cFFFFD200Cost:|r 250|TINTERFACE\ICONS\ACHIEVEMENT_KIRINTOR_OFFENSIVE.BLP:0|t|n","Dalaran's drainage is not as good as you think.",98128,970806,210677,2,8,2,1754,6,7
"|cFFFFD200Vendor:|r Draemus|n|cFFFFD200Zone:|r Dalaran|n|cFFFFD200Cost:|r 50|TINTERFACE\ICONS\ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP:0|t","Once its tentacles take hold there is no escape, much like its love for you.",98132,970806,194330,2,8,2,1755,6,7
"|cFFFFD200Profession:|r Alchemy","He loves to play in the mud! Then he likes to give you a hug!",98172,1044799,210678,2,7,4,1756,6,7
"|cFFFFD200Pet Battle:|r ",,98181,1044799,210679,50,7,4,1757,6,7
"|cFFFFD200Pet Battle:|r ",,98182,1044799,210680,50,7,4,1758,6,7
"|cFFFFD200Profession:|r Alchemy","The formula had a bit too much... purple.",98183,1044799,210681,2,7,4,1759,6,7
"|cFFFFD200Vendor:|r Draemus|n|cFFFFD200Zone:|r Dalaran|n|cFFFFD200Cost:|r 200|TINTERFACE\ICONS\ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP:0|t","Even piglets are not safe from the Legion's corruption.  Although, this one seems harmless enough.",98185,1240370,194294,2,7,2,1760,6,7
"|cFFFFD200Pet Battle: |rHighmountain","Most bats are not blind, except this one.  This one is blind.",88542,132182,0,26,2,4,1761,6,7
"|cFFFFD200Pet Battle: |rHighmountain","Never say ""oink"" in its presence.",98192,132182,0,26,2,4,1762,6,7
"|cFFFFD200Pet Battle: |rHighmountain","Its traveled all the way from New Beavertown.",98211,645526,0,26,7,4,1763,6,7
"|cFFFFD200Drop: |rRukdug|n|cFFFFD200Zone: |rNagrand","Energized by the ogre-mages of Highmaul, this mana-hungry creature will drain you dry before you know it.",98236,237228,193572,2,5,0,1764,6,7
"|cFFFFD200Drop: |rGuk|n|cFFFFD200Zone: |rNagrand","A shimmering creature made of pure arcane energy, it is hard to focus your eyes directly on it.",98238,237230,193589,2,5,0,1765,6,7
"|cFFFFD200Drop: |rPugg|n|cFFFFD200Zone: |rNagrand","First created in the presence of Highmaul runes, this tiny manafiend really packs a punch!",98237,237227,193588,2,5,0,1766,6,7
,,98294,134060,0,48,7,-1,1770,6,7
,,98295,877476,0,48,7,-1,1771,6,7
,,98296,1044482,0,48,7,-1,1772,6,7
"|cFFFFD200Pet Battle: |rAzsuna","Mages seek these manafiends to absorb their ley energies.",98385,135735,0,26,5,4,1773,6,7
"|cFFFFD200Pet Battle: |rAzsuna","Once a manafiend consumes enough ley energy, it becomes more aggressive and twisted.  Approach with extreme caution.",98386,1391780,0,26,5,4,1774,6,7
"|cFFFFD200Pet Battle: |rHighmountain","Even in its juvenile stage, this crab's pincers can break bone.",98428,132186,0,26,8,4,1775,6,7
"|cFFFFD200Pet Battle: |rHighmountain","Guess what its bed is. A piece of bread.",98446,442735,0,26,4,4,1776,6,7
"|cFFFFD200Order Hall:|r The Dreamgrove","I am Broot.",98463,874857,193943,82,6,0,1777,6,7
"|cFFFFD200Pet Battle:|r Dalaran","This very elusive creature likes to hide in places where many adventurers don't frequently travel.",98506,132331,0,26,4,4,1778,6,7
,,98595,254857,0,32,4,4,1780,6,7
,,98593,132186,0,32,8,4,1781,6,7
,,98592,134048,0,32,3,0,1782,6,7
,,99086,838549,0,32,5,-1,1791,6,7
,,99084,132172,0,32,2,-1,1792,6,7
,,99156,294475,0,32,4,-1,1793,6,7
,,99151,897633,0,32,9,-1,1794,6,7
,,99186,615479,0,32,0,-1,1795,6,7
,,99185,132200,0,32,2,-1,1796,6,7
,,99187,134154,0,32,1,-1,1797,6,7
,,99158,804966,0,32,8,-1,1798,6,7
,,99245,656556,0,32,0,-1,1799,6,7
,,99239,132186,0,32,8,-1,1800,6,7
,,99243,464160,0,32,2,-1,1801,6,7
"|cFFFFD200Drop: |rPollous the Fetid|n|cFFFFD200Zone: |rVal'sharah","After a long night out mages find that their water elementals smell a bit off.",99394,132886,195368,2,6,0,1802,6,7
"|cFFFFD200Drop:|r Dreamweaver Provisions|n","Leaving the forest to see the world, which must look so much bigger to such a little guy.",99389,463540,195369,2,0,0,1803,41,7
"|cFFFFD200Drop: |rDarkshade|n|cFFFFD200Zone: |rVal'sharah","Eternally cute.",99403,132225,195370,2,3,0,1804,6,7
"|cFFFFD200Vendor: |rDraemus|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r200|TINTERFACE\ICONS\ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP:0|t","For Sale: Slightly used Alarm-o-Bot. Rebuilt and refurbished. Still annoying.",99425,133001,210682,2,9,2,1805,6,7
"|cFFFFD200Drop:|r Blingtron 6000 Gift Package|n","Don't want to break the bank on that new robot? Have a little helper at half the cost! Come down to Goblin Experimental Engineering Korporation and put in your order! All sales final.",99505,1005279,210683,2,9,0,1806,39,7
"|cFFFFD200Pet Battle: |rSuramar","You can identify the cruelest and most vicious of the brood by their reddish hue.",99513,1387708,0,26,7,4,1807,6,7
"|cFFFFD200Treasure:|r Suramar|n","When demons, nightmares, and magic collide!",99526,1387708,210691,2,7,3,1808,6,7
"|cFFFFD200Pet Battle: |rSuramar","Its proximity to crystalline mana clusters has hardened this broodlings body to an almost rocklike state.",99527,1387708,0,26,7,4,1809,6,7
"|cFFFFD200Pet Battle: |rSuramar","These creatures have developed a chitin armor around its fangs, legs and abdomen.",99528,1387708,0,26,7,4,1810,6,7
,,98572,1006111,0,1072,6,-1,1811,6,7
,,99742,526578,0,1072,6,-1,1815,6,7
,,99856,254109,0,1072,6,-1,1816,6,7
,,99874,254109,0,1072,5,-1,1817,6,7
,,99876,254109,0,1072,9,-1,1818,6,7
"|cFFFFD200Promotion:|r Overwatch Origins Edition or Collector's Edition|n","An intelligent ape that claims he is from 'the moon'. Does he mean the White Lady, or the Blue Child?",103159,1303199,204148,82,0,7,1828,6,7
,,104558,442735,0,32,4,-1,1840,6,7
,,104559,442735,0,32,4,-1,1841,6,7
,,104560,442735,0,32,4,-1,1842,6,7
,,104782,1279720,0,9264,7,-1,1843,6,7
,,104972,237513,0,32,5,-1,1846,6,7
,,104975,460856,0,32,0,-1,1847,6,7
,,104978,133941,0,32,6,-1,1848,6,7
,,104992,136199,0,1056,5,-1,1849,6,7
,,105009,463540,0,9248,0,-1,1850,6,7
,,105090,294481,0,32,6,-1,1851,6,7
,,105087,525026,0,32,6,-1,1852,6,7
,,105086,1044088,0,32,6,-1,1853,6,7
,,105241,647701,0,1072,4,4,1855,6,7
,,105260,667690,0,32,2,4,1857,6,7
,,105261,397907,0,32,5,-1,1858,6,7
,,105262,433440,0,32,8,3,1859,6,7
,,105318,236551,0,32,7,4,1860,6,7
,,105319,132182,0,32,2,4,1861,6,7
,,105320,801475,0,32,7,0,1862,6,7
,,105353,237228,0,32,5,5,1863,6,7
,,105356,237230,0,32,5,5,1864,6,7
,,105355,237227,0,32,5,5,1865,6,7
,,105389,132276,0,32,7,-1,1866,6,7
,,105391,620829,0,32,7,-1,1867,6,7
,,105453,132123,0,32,3,4,1868,6,7
,,105454,134048,0,32,3,0,1869,6,7
,,105452,627487,0,32,6,-1,1870,6,7
,,105499,851119,0,32,3,-1,1871,6,7
,,105500,1349535,0,32,3,-1,1872,6,7
,,105675,798062,0,32,9,-1,1873,6,7
,,105677,134324,0,32,4,-1,1874,6,7
,,105678,804968,0,32,8,-1,1875,6,7
,,105782,1387707,0,32,5,-1,1877,6,7
,,105783,1387707,0,32,5,-1,1878,6,7
,,105784,1387707,0,32,5,-1,1879,6,7
,,105840,136118,0,1074,3,-1,1880,6,7
,,105841,1129435,0,1056,0,7,1881,6,7
,,105842,377270,0,1056,1,0,1882,6,7
,,105898,1391617,0,1056,8,0,1883,6,7
"|cFFFFD200Vendor: |rRansa Greyfeather|n|cFFFFD200Zone: |rHighmountain|n|cFFFFD200Faction: |rHighmountain Tribe - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Isn't baby elderhorn an oxymoron?",106152,1387706,210694,2,7,2,1884,6,7
"|cFFFFD200Vendor: |rValdemar Stormseeker|n|cFFFFD200Zone: |rStormheim|n|cFFFFD200Faction: |rValarjar - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Val'kyr are considered ""sunborne"" when they are honored in the presence of Odyn.",106181,1349535,210695,2,0,2,1885,6,7
"|cFFFFD200Profession:|r Engineering|n","Ever wanted to cuddle with a gun? Introducing Trigger, the Cuter Shooter.",106210,1336885,210696,2,9,3,1886,6,7
"|cFFFFD200Profession:|r Archaeology","In his home realm, he commanded an army of ten million demons. Now his power is yours to command. Go make him fight a chicken!",106232,1387710,210697,2,0,3,1887,6,7
"|cFFFFD200Vendor:|r The Mad Merchant|n","How the Mad Merchant got his hands on one of these otherworldly creatures is unknown. What we do know is, he knows it's valuable.",106270,1338948,210698,18,5,2,1888,6,7
"|cFFFFD200World Event:|r Legion Invasion|n","A felbat's fire never burns its master.",106278,1338893,210699,2,2,4,1889,6,7
"|cFFFFD200Vendor: |rHistorian Ju'pa|n|cFFFFD200Zone: |rOrgrimmar|n|n|cFFFFD200Vendor: |rHistorian Llore|n|cFFFFD200Zone: |rStormwind City","His tiny legs make him more aerodynamic.",106283,1339013,210701,18,7,2,1890,6,7
,,106417,669468,0,9248,6,4,1891,6,7
,,106422,656556,0,32,0,4,1892,6,7
,,106423,656556,0,32,0,4,1893,6,7
,,106424,656556,0,32,0,4,1894,6,7
,,106525,1387709,0,32,2,4,1895,6,7
,,106535,515993,0,32,4,4,1896,6,7
,,106553,133740,0,32,5,4,1897,6,7
,,106554,236548,0,32,3,4,1898,6,7
,,106555,236193,0,32,2,4,1899,6,7
"|cFFFFD200Achievement:|r Zoom!","He may not be the fastest snail, but he has the heart of a champion.",107206,1100022,0,82,4,5,1903,6,7
,,107491,1339013,0,32,7,-1,1904,6,7
,,107492,1339013,0,32,7,-1,1905,6,7
,,107493,1044792,0,32,6,-1,1906,6,7
"|cFFFFD200Drop: |rGorebeak|n|cFFFFD200Zone: |rVal'sharah","No size jokes, please.",108568,1029736,215560,2,2,0,1907,6,7
"|cFFFFD200Vendor: |rConjurer Margoss|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Faction: |rConjurer Margoss - Friendly|n|cFFFFD200Cost: |r50|TINTERFACE\ICONS\INV_ELEMENTAL_PRIMAL_WATER.BLP:0|t","These fast and nimble swimmers are highly desired by pet collectors. Though they can appear friendly, their tail stinger can kill on contact.",109216,1387376,217218,2,8,2,1911,6,7
"|cFFFFD200Pet Battle: |rDalaran","Mmm... Pizza!",110666,656341,0,26,8,4,1912,6,7
"|cFFFFD200Pet Battle: |rVal'sharah","Now, where are its parents? You monster.",110741,1383844,0,26,4,4,1913,6,7
"|cFFFFD200Pet Battle: |rAzsuna, Eye of Azshara, Suramar","It enjoys long walks on the beach.",110826,838694,0,26,2,4,1914,6,7
"|cFFFFD200Pet Battle: |rDalaran Sewers","Do you see how they run?",111158,134324,0,26,4,4,1915,6,7
"|cFFFFD200Pet Battle: |rStormheim","This creature was once a normal beaver, but was struck by lightning, a stormwing drake's breath, and a rock all at the same time.",111172,796787,0,26,6,4,1917,6,7
"|cFFFFD200PvP:|r Prestige Reward","Maybe a bit too enthusiastic.",111202,1387710,221684,594,0,5,1918,6,7
"|cFFFFD200PvP:|r Prestige Reward","Puts the fan in fanatic!",111296,1387710,221683,338,0,5,1919,6,7
"|cFFFFD200Profession:|r Alchemy|n","When alchemy goes wrong... So, so, wrong.",111425,463532,221906,2,5,3,1920,33,7
"|cFFFFD200Quest: |rBalance to Spare|n|cFFFFD200Zone: |rSuramar","A wyrmlings temperment hinges primarily on how long its been since its fed on mana. Remember to feed your pets.",111423,132841,221907,2,5,1,1921,6,7
"|cFFFFD200Quest: |rYou've Got to Be Kitten Me Right Meow|n|cFFFFD200Zone: |rSuramar","It's a bird! It's a cat! It's... biting me...",111421,132116,221908,2,7,1,1922,6,7
"|cFFFFD200Drop:|r Kosumoth the Hungering|n","Thousands of years ago, ten magisters were exiled from Highborne society for seeking power in the corrupting darkness. In the wilds, they found hunger, desperation, and Kosumoth.",111984,537022,223027,2,5,0,1926,6,7
"|cFFFFD200Vendor: |rSylvia Hartshorn|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Faction: |rDreamweavers - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","One of Ash'alah's litter, entrusted to you by the Dreamweavers.",17254,132267,30152,66,7,2,1927,6,7
"|cFFFFD200Mission:|r Friends, Not Food|n","Fire it up!",112132,1338893,223339,66,2,10,1928,6,7
"|cFFFFD200Mission:|r It's so FLUFFY!|n","True royalty among Corgis.",112144,1339013,223359,66,7,10,1929,6,7
"|cFFFFD200Achievement:|r Poor Unfortunate Souls|n","Fond of slithering through tight spaces, these sea creatures lurk in the wreckage of sunken ships.",112167,133897,223409,82,8,4,1930,6,7
"|cFFFFD200Vendor: |rVeridis Fallon|n|cFFFFD200Zone: |rAzsuna|n|cFFFFD200Faction: |rCourt of Farondis - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Ghosts are voracious readers.",112728,355498,224403,2,5,2,1931,6,7
"|cFFFFD200Order Hall:|r The Dreamgrove","A lasher by any other name would smell as sweet.",112798,959797,224536,18,6,4,1932,6,7
"|cFFFFD200Achievement: |rFamily Familiar|n|cFFFFD200Category: |rBattle","Didn't play nice with the other plants in the nursery.",112945,1357816,224786,82,6,5,1933,6,7
"|cFFFFD200Drop: |rAnax|n|cFFFFD200Zone: |rSuramar","Younger brother to Anax.  Big brother to Cenax and Denax.",113136,804967,225200,2,8,0,1934,6,7
"|cFFFFD200Pet Battle: |rThe Great Sea","During a special time of year, a secretive clan of murlocs often sends young tadpoles out to explore, adventure, and begin their tale.",113440,1450884,0,26,0,4,1935,6,7
"|cFFFFD200In-Game Shop|r|n","This ferocious feline followed the fel forces into Azeroth during the Legion's return.",113527,1411879,225761,82,7,9,1936,6,7
"|cFFFFD200Quest:|r Enemies Everywhere|n","A magical wisdom-filled head in a ball bearing Khadgar's visage, it can only answer questions with a few phrases.",113827,1129713,226682,146,5,1,1937,6,7
"|cFFFFD200Achievement: |rBroken Isles Safari|n|cFFFFD200Category: |rCollect","With enough of your love, and tiny milk bottles, she will grow strong enough to rejoin the wild.",113855,1383844,226813,82,4,5,1938,6,7
"|cFFFFD200Promotion:|r Blizzcon 2016","A proud supporter of the Horde, this tiny murloc left his clutch to seek out blue-clad foes to slay.",113984,1411890,227051,338,0,7,1939,6,7
"|cFFFFD200Promotion:|r Blizzcon 2016|n","A tiny admirer of the Alliance, this courageous murloc made his own sword and shield to slay red-clad foes.",113983,1411878,227052,594,0,7,1940,6,7
"|cFFFFD200Pet Battle:|r Snowfang|n","A pup of Thrall's frostwolf, Snowsong, besting her in combat has earned you a lifelong companion.",114063,1488892,227093,18,7,4,1941,6,7
"|cFFFFD200World Event:|r Noblegarden|n|cFFFFD200Vendor: |rNoblegarden Merchant|n|cFFFFD200Cost: |r100|TINTERFACE\ICONS\Achievement_Noblegarden_Chocolate_Egg:0|t","Why do bunnies lay eggs?",33975,254858,227113,2,4,6,1943,6,7
"|cFFFFD200World Event:|r Midsummer Fire Festival|n|cFFFFD200Vendor: |rMidsummer Merchant, Midsummer Supplier|n|cFFFFD200Cost: |r350|TINTERFACE\ICONS\INV_SummerFest_FireFlower:0|t","Who's ready for a hot stone massage?",114543,1020381,0,2,6,6,1949,36,7
