TextureName,ID,TextureWidth,TextureHeight,MapAreaID,OffsetX,OffsetY,HitRectTop,HitRectLeft,HitRectBottom,HitRectRight,PlayerConditionID,Flags,AreaID_0,AreaID_1,AreaID_2,AreaID_3
TheGoldenPlains,2712,186,216,9,448,101,0,0,0,0,0,0,820,0,0,0
TheRollingPlains,2713,260,243,9,527,291,0,0,0,0,0,0,821,0,0,0
TheVentureCoMine,2714,208,300,9,530,138,236,582,335,675,0,0,360,0,0,0
ThunderBluff,2715,373,259,9,208,62,155,333,221,482,0,0,1638,0,0,0
ThunderhornWaterWell,2716,201,167,9,333,202,267,417,315,482,0,0,397,0,0,0
WildmaneWaterWell,2717,190,172,9,331,0,71,405,122,460,0,0,398,0,0,0
WindfuryRidge,2718,222,202,9,400,0,0,0,0,0,0,0,819,4835,0,0
WinterhoofWaterWell,2719,174,185,9,449,340,423,507,470,570,0,0,396,0,0,0
AltarofStorms,2720,182,360,29,0,0,152,58,217,129,0,0,255,0,0,0
BlackrockMountain,2721,281,388,29,79,0,134,140,258,274,0,0,254,0,0,0
BlackrockPass,2722,298,410,29,419,258,0,0,0,0,0,0,2417,5677,0,0
BlackrockStronghold,2723,320,385,29,235,0,217,284,272,363,0,0,252,5653,0,0
Dracodar,2724,362,431,29,0,237,0,0,0,0,0,0,2421,5650,5652,5651
DreadmaulRock,2725,274,263,29,568,151,233,641,311,756,0,0,249,0,0,0
MorgansVigil,2726,383,413,29,615,255,423,691,487,780,0,0,2418,5677,0,0
PillarofAsh,2727,274,413,29,253,255,336,435,368,476,0,0,253,0,0,0
RuinsofThaurissan,2728,324,354,29,421,0,227,525,274,609,0,0,250,0,0,0
TerrorWingPath,2729,0,0,29,0,0,0,0,0,0,0,0,2420,0,0,0
AzurelodeMine,2730,180,182,24,287,399,472,319,515,362,0,0,288,0,0,0
ChillwindPoint,2731,447,263,24,555,68,182,637,261,729,0,0,1684,280,1678,0
CorrahnsDagger,2732,135,160,24,426,224,281,477,345,518,0,0,1679,0,0,0
CrushridgeHold,2733,134,124,24,463,101,0,0,0,0,0,0,282,281,0,0
DalaranCrater,2734,316,238,24,102,137,203,263,283,347,0,0,279,0,0,0
DandredsFold,2735,258,113,24,341,0,42,428,82,470,0,0,1682,0,0,0
DarrowHill,2736,147,160,24,425,279,0,0,0,0,0,0,1056,0,0,0
DunGarok,2737,269,258,24,542,410,532,595,599,678,0,0,290,0,0,0
DurnholdeKeep,2738,437,451,24,565,217,367,640,435,728,0,0,275,0,0,0
GallowsCorner,2739,155,147,24,451,140,0,0,0,0,0,0,1357,0,0,0
GavinsNaze,2740,116,129,24,344,254,296,380,341,423,0,0,1677,0,0,0
GrowlessCave,2741,171,136,24,359,191,240,403,276,464,0,0,1683,0,0,0
HillsbradFields,2742,302,175,24,191,302,0,0,0,0,0,0,287,0,0,0
LordamereInternmentCamp,2743,250,167,24,194,216,296,317,326,360,0,0,278,5604,0,0
MistyShore,2744,158,169,24,321,42,0,0,0,0,0,0,1681,0,0,0
NethanderSteed,2745,204,244,24,502,373,475,560,513,615,0,0,289,5603,0,0
PurgationIsle,2746,144,139,24,200,505,543,231,602,309,0,0,896,0,0,0
RuinsOfAlterac,2747,189,181,24,347,85,161,400,228,506,0,0,281,0,0,0
SlaughterHollow,2748,148,120,24,413,55,0,0,0,0,0,0,283,281,0,0
SoferasNaze,2749,148,146,24,484,166,240,542,274,573,0,0,1678,0,0,0
SouthpointTower,2750,312,254,24,59,310,400,274,451,317,0,0,285,0,0,0
Southshore,2751,229,219,24,383,352,433,458,505,533,0,0,271,0,0,0
Strahnbrad,2752,275,193,24,505,44,137,553,177,617,0,0,280,0,0,0
TarrenMill,2753,165,203,24,494,226,287,530,341,606,0,0,272,0,0,0
TheHeadland,2754,105,148,24,390,255,296,425,353,460,0,0,1680,0,0,0
TheUplands,2755,212,160,24,441,0,62,488,108,563,0,0,284,0,0,0
BlackcharCave,2756,375,307,28,0,361,504,169,567,257,0,0,1957,0,0,0
BlackrockMountain,2757,304,244,28,243,424,500,330,609,469,0,0,1445,0,0,0
DustfireValley,2758,392,355,28,588,0,139,654,221,784,0,0,1959,0,0,0
FirewatchRidge,2759,365,393,28,0,75,150,177,278,302,0,0,1442,0,0,0
GrimsiltWorksite,2760,441,266,28,531,241,0,0,0,0,0,0,247,5629,0,0
TheCauldron,2762,481,360,28,232,171,290,439,374,617,0,0,246,0,0,0
ThoriumPoint,2763,429,301,28,255,38,153,335,235,420,0,0,1446,0,0,0
Everlook,2764,194,229,281,482,195,304,567,351,635,0,0,2255,0,0,0
FrostfireHotSprings,2765,376,289,281,93,118,312,296,349,343,0,0,2246,0,0,0
FrostsaberRock,2766,332,268,281,304,0,72,415,137,495,0,0,2241,0,0,0
FrostwhisperGorge,2767,317,183,281,424,474,551,542,593,656,0,0,2249,0,0,0
IceThistleHills,2768,249,217,281,581,314,389,648,472,712,0,0,2247,0,0,0
LakeKeltheril,2769,271,258,281,372,268,337,465,401,559,0,0,2251,0,0,0
Mazthoril,2770,257,238,281,399,340,400,508,443,590,0,0,2245,0,0,0
OwlWingThicket,2771,254,150,281,556,439,476,616,556,678,0,0,2250,0,0,0
StarfallVillage,2772,367,340,281,229,33,235,434,290,523,0,0,2253,0,0,0
TheHiddenGrove,2773,333,255,281,500,17,128,592,203,665,0,0,2242,0,0,0
TimbermawPost,2774,362,252,281,92,302,356,327,404,403,0,0,2243,0,0,0
WinterfallVillage,2775,221,209,281,588,181,300,653,348,711,0,0,2244,0,0,0
CrowleyOrchard,2776,210,166,545,261,427,478,355,515,396,0,0,4807,0,0,0
Duskhaven,2777,286,178,545,272,333,407,324,471,407,0,0,4786,0,0,0
EmberstoneMine,2778,281,351,545,639,43,163,737,220,813,0,0,4732,0,0,0
Greymanemanor,2779,244,241,545,141,202,279,233,368,310,0,0,4817,4786,0,0
HammondFarmstead,2780,194,236,545,167,352,437,245,479,296,0,0,4793,0,0,0
HaywardFishery,2781,177,219,545,293,449,551,338,595,393,0,0,4808,0,0,0
Keelharbor,2782,280,342,545,298,95,220,377,283,467,0,0,4726,0,0,0
KorothsDen,2783,222,268,545,393,386,524,441,600,490,0,0,4794,0,0,0
NorthernHeadlands,2784,267,314,545,387,0,70,435,204,565,0,0,4728,0,0,0
NorthgateWoods,2785,282,298,545,482,14,141,570,250,692,0,0,4729,0,0,0
StormglenVillage,2786,321,203,545,516,465,545,580,629,692,0,0,4731,0,0,0
TempestsReach,2787,350,345,545,652,290,422,722,520,864,0,0,4788,0,0,0
TheBlackwald,2788,280,224,545,504,394,447,574,524,706,0,0,4730,0,0,0
TheHeadlands,2789,328,336,545,160,0,127,240,278,370,0,0,4725,0,0,0
CrowleyOrchard,2790,210,166,678,261,427,478,355,515,396,0,0,4807,0,0,0
Duskhaven,2791,286,178,678,272,333,407,324,471,407,0,0,4786,0,0,0
EmberstoneMine,2792,281,351,678,639,43,163,737,220,813,0,0,4732,0,0,0
Greymanemanor,2793,244,241,678,141,202,279,233,368,310,0,0,4817,4786,0,0
HammondFarmstead,2794,194,236,678,167,352,0,0,0,0,0,0,4793,0,0,0
HaywardFishery,2795,177,219,678,293,449,551,338,595,393,0,0,4808,0,0,0
Keelharbor,2796,280,342,678,298,95,220,377,283,467,0,0,4726,0,0,0
KorothsDen,2797,222,268,678,393,386,524,441,600,490,0,0,4794,0,0,0
NorthernHeadlands,2798,267,314,678,387,0,70,435,204,565,0,0,4728,0,0,0
NorthgateWoods,2799,250,298,678,482,14,0,0,0,0,0,0,4729,0,0,0
StormglenVillage,2800,321,203,678,516,465,545,580,629,692,0,0,4731,0,0,0
TempestsReach,2801,350,345,678,652,290,422,722,520,864,0,0,4788,0,0,0
TheBlackwald,2802,280,224,678,504,394,447,574,524,706,0,0,4730,0,0,0
TheHeadlands,2803,328,336,678,160,0,116,243,278,372,0,0,4725,0,0,0
CrowleyOrchard,2804,210,166,679,261,427,0,0,0,0,0,0,4807,0,0,0
Duskhaven,2805,286,178,679,272,333,0,0,0,0,0,0,4786,0,0,0
EmberstoneMine,2806,281,351,679,639,43,159,728,230,816,0,0,4732,0,0,0
Greymanemanor,2807,244,241,679,141,202,279,233,368,310,0,0,4817,4786,0,0
HammondFarmstead,2808,194,236,679,167,352,0,0,0,0,0,0,4793,0,0,0
HaywardFishery,2809,177,219,679,293,449,0,0,0,0,0,0,4808,0,0,0
Keelharbor,2810,280,342,679,298,95,220,377,283,467,0,0,4726,0,0,0
KorothsDen,2811,222,268,679,393,386,524,441,600,490,0,0,4794,0,0,0
NorthernHeadlands,2812,267,314,679,387,0,70,435,204,565,0,0,4728,0,0,0
NorthgateWoods,2813,282,298,679,482,14,141,570,250,692,0,0,4729,0,0,0
StormglenVillage,2814,321,203,679,516,465,545,580,629,692,0,0,4731,0,0,0
TempestsReach,2815,350,345,679,652,290,422,722,520,864,0,0,4788,0,0,0
TheBlackwald,2816,280,224,679,504,394,447,574,524,706,0,0,4730,0,0,0
TheHeadlands,2817,328,336,679,160,0,127,240,278,370,0,0,4725,0,0,0
,2818,694,290,605,163,148,189,332,262,550,0,0,4767,0,0,0
,2819,351,301,605,180,367,462,334,545,444,0,0,4771,0,0,0
,2820,376,343,605,98,325,420,250,477,332,0,0,4770,0,0,0
,2821,303,452,605,0,41,185,120,314,212,0,0,4768,0,0,0
,2822,354,360,605,586,308,470,649,614,783,0,0,4766,0,0,0
,2823,250,307,605,383,260,345,444,451,520,0,0,4822,0,0,0
KEZANMAP,2824,1002,664,605,0,4,490,534,604,634,0,0,4765,0,0,0
,2825,168,213,605,317,232,0,0,0,0,0,0,4773,0,0,0
,2826,592,202,605,219,108,0,0,0,0,0,0,4772,0,0,0
Alliancebeachhead,2827,177,172,544,129,348,401,165,457,261,0,0,4783,0,0,0
BilgewaterLumberyard,2828,248,209,544,462,43,108,512,168,602,0,0,4951,0,0,0
GallywixDocks,2829,173,180,544,351,21,57,395,132,468,0,0,4954,0,0,0
HordeBaseCamp,2830,222,190,544,244,458,510,354,559,433,0,0,4779,0,0,0
KTCOilPlatform,2831,156,142,544,433,11,40,478,107,550,0,0,4952,0,0,0
landingSite,2832,142,133,544,377,359,371,425,427,479,0,0,4870,0,0,0
OoomlotVillage,2834,221,211,544,508,345,452,582,505,672,0,0,4886,0,0,0
Oostan,2835,210,258,544,492,161,252,556,362,631,0,0,4903,0,0,0
RaptorRise,2836,168,205,544,416,368,426,444,533,528,0,0,4873,0,0,0
RuinsOfVashelan,2837,212,216,544,440,452,518,480,646,596,0,0,4876,0,0,0
ScorchedGully,2838,305,288,544,323,185,0,0,0,0,0,0,4874,0,0,0
ShipwreckShore,2839,172,175,544,189,408,476,217,550,303,0,0,4721,0,0,0
SkyFalls,2840,190,186,544,416,131,205,469,265,537,0,0,4923,0,0,0
TheSavageGlen,2841,231,216,544,213,325,0,0,0,0,0,0,4782,0,0,0
TheSlavePits,2842,212,193,544,279,68,149,353,204,432,0,0,4956,0,0,0
WarchiefsLookout,2843,159,230,544,264,144,264,292,319,387,0,0,4912,0,0,0
Alliancebeachhead,2844,177,172,681,129,348,401,165,457,261,0,0,4783,0,0,0
BilgewaterLumberyard,2845,248,209,681,462,43,108,512,168,602,0,0,4951,0,0,0
GallywixDocks,2846,173,180,681,351,21,57,395,132,468,0,0,4954,0,0,0
HordeBaseCamp,2847,222,190,681,244,458,510,354,559,433,0,0,4779,0,0,0
KTCOilPlatform,2848,156,142,681,433,11,40,478,107,550,0,0,4952,0,0,0
landingSite,2849,142,133,681,377,359,0,0,0,0,0,0,4870,0,0,0
OoomlotVillage,2851,221,211,681,508,345,452,582,505,672,0,0,4886,0,0,0
Oostan,2852,210,258,681,492,161,252,556,362,631,0,0,4903,0,0,0
RaptorRise,2853,168,205,681,416,368,426,444,533,528,0,0,4873,0,0,0
RuinsOfVashelan,2854,212,216,681,440,452,518,480,646,596,0,0,4876,0,0,0
ScorchedGully,2855,305,288,681,323,185,0,0,0,0,0,0,4874,0,0,0
ShipwreckShore,2856,172,175,681,189,408,476,217,550,303,0,0,4721,0,0,0
SkyFalls,2857,190,186,681,416,131,205,469,265,537,0,0,4923,0,0,0
TheSavageGlen,2858,231,216,681,213,325,0,0,0,0,0,0,4782,0,0,0
TheSlavePits,2859,212,193,681,279,68,149,353,204,432,0,0,4956,0,0,0
WarchiefsLookout,2860,159,230,681,264,144,264,292,319,387,0,0,4912,0,0,0
Alliancebeachhead,2861,177,172,682,129,348,401,165,457,261,0,0,4783,0,0,0
BilgewaterLumberyard,2862,248,209,682,462,43,108,512,168,602,0,0,4951,0,0,0
GallywixDocks,2863,173,180,682,351,21,57,395,132,468,0,0,4954,0,0,0
HordeBaseCamp,2864,222,190,682,244,458,510,354,559,433,0,0,4779,0,0,0
KTCOilPlatform,2865,156,142,682,433,11,40,478,107,550,0,0,4952,0,0,0
landingSite,2866,142,133,682,377,359,0,0,0,0,0,0,4870,0,0,0
OoomlotVillage,2868,221,211,682,508,345,0,0,0,0,0,0,4886,0,0,0
Oostan,2869,210,258,682,492,161,0,0,0,0,0,0,4903,0,0,0
RaptorRise,2870,168,205,682,416,368,426,444,533,528,0,0,4873,0,0,0
RuinsOfVashelan,2871,212,216,682,440,452,518,480,656,596,0,0,4876,0,0,0
ScorchedGully,2872,305,288,682,323,185,0,0,0,0,0,0,4874,0,0,0
ShipwreckShore,2873,172,175,682,189,408,476,217,550,303,0,0,4721,0,0,0
SkyFalls,2874,190,186,682,416,131,205,469,265,537,0,0,4923,0,0,0
TheSavageGlen,2875,231,216,682,213,325,0,0,0,0,0,0,4782,0,0,0
TheSlavePits,2876,212,193,682,279,68,142,349,202,431,0,0,4956,0,0,0
WarchiefsLookout,2877,159,230,682,264,144,264,292,319,387,0,0,4912,0,0,0
,2878,0,0,709,0,0,507,529,546,570,0,0,5546,0,0,0
,2879,0,0,709,0,0,369,732,416,771,0,0,5545,0,0,0
,2880,0,0,708,0,0,237,412,269,446,0,0,5657,0,0,0
,2881,0,0,708,0,0,315,596,348,629,0,0,5658,0,0,0
,2882,0,0,708,0,0,452,419,483,453,0,0,5659,0,0,0
TannerCamp,2883,571,308,28,413,360,436,516,523,674,0,0,1444,0,0,0
Bloodgulch,2884,215,157,700,416,205,259,503,314,580,0,0,5138,0,0,0
CrucibleOfCarnage,2885,203,208,700,387,268,344,466,417,550,0,0,5527,5489,0,0
Crushblow,2886,182,195,700,370,447,495,425,537,500,0,0,5471,0,0,0
DragonmawPass,2887,283,206,700,76,120,225,212,281,315,0,0,5461,0,0,0
DragonmawPort,2888,251,207,700,631,245,308,706,403,818,0,0,5136,0,0,0
DunwaldRuins,2889,197,218,700,395,367,431,456,490,538,0,0,5483,0,0,0
FirebeardsPatrol,2890,215,181,700,499,265,354,582,404,645,0,0,5141,0,0,0
GlopgutsHollow,2891,174,190,700,291,89,162,349,228,417,0,0,5639,0,0,0
GorshakWarCamp,2892,194,170,700,543,220,287,603,329,652,0,0,5488,0,0,0
GrimBatol,2893,230,276,700,83,223,290,143,399,234,0,0,1037,0,0,0
Highbank,2894,220,227,700,697,403,473,763,556,854,0,0,5140,0,0,0
HighlandForest,2895,239,232,700,482,330,0,0,0,0,0,0,5594,0,0,0
HumboldtConflaguration,2896,143,141,700,344,89,0,0,0,0,0,0,5640,0,0,0
Kirthaven,2897,308,267,700,482,0,72,542,119,616,0,0,5143,0,0,0
ObsidianForest,2898,342,288,700,436,380,465,587,590,702,0,0,5595,0,0,0
RuinsOfDrakgor,2899,206,182,700,296,0,105,418,140,456,0,0,5439,0,0,0
SlitheringCove,2900,198,201,700,622,169,0,0,0,0,0,0,5479,0,0,0
TheBlackBreach,2901,211,210,700,498,121,177,552,230,609,0,0,5609,0,0,0
TheGullet,2902,175,180,700,269,179,235,355,269,406,0,0,5139,0,0,0
TheKrazzworks,2903,226,232,700,654,0,52,720,144,821,0,0,5137,0,0,0
TheTwilightBreach,2904,199,212,700,312,192,281,372,342,429,0,0,5641,0,0,0
TheTwilightCitadel,2905,361,354,700,151,314,426,267,544,361,0,0,5473,0,0,0
Thundermar,2906,238,229,700,374,93,164,461,228,546,0,0,5142,0,0,0
TwilightShore,2907,260,202,700,610,345,0,0,0,0,0,0,5425,0,0,0
VermillionRedoubt,2908,324,264,700,71,16,92,177,190,330,0,0,5155,0,0,0
VictoryPoint,2909,177,159,700,302,306,359,365,411,444,0,0,5470,0,0,0
WyrmsBend,2910,191,198,700,205,232,0,0,0,0,0,0,5462,0,0,0
WeepingWound,2911,214,190,700,358,0,38,431,106,528,0,0,5438,0,0,0
Bloodgulch,2912,215,157,770,416,205,259,503,314,580,0,0,5138,0,0,0
CrucibleOfCarnage,2913,203,208,770,387,268,344,466,417,550,0,0,5527,5489,0,0
Crushblow,2914,182,195,770,370,447,495,425,537,500,0,0,5471,0,0,0
DragonmawPass,2915,283,206,770,76,120,225,212,281,315,0,0,5461,0,0,0
DragonmawPort,2916,251,207,770,631,245,308,706,403,818,0,0,5136,0,0,0
DunwaldRuins,2917,197,218,770,395,367,431,456,490,538,0,0,5483,0,0,0
FirebeardsPatrol,2918,215,181,770,499,265,0,0,0,0,0,0,5141,0,0,0
GlopgutsHollow,2919,174,190,770,291,89,162,349,228,417,0,0,5639,0,0,0
GorshakWarCamp,2920,194,170,770,543,220,287,603,329,652,0,0,5488,0,0,0
GrimBatol,2921,230,276,770,83,223,290,143,399,234,0,0,1037,0,0,0
Highbank,2922,220,227,770,697,403,473,763,556,854,0,0,5140,0,0,0
HighlandForest,2923,239,232,770,482,330,0,0,0,0,0,0,5594,0,0,0
HumboldtConflaguration,2924,143,141,770,344,89,0,0,0,0,0,0,5640,0,0,0
Kirthaven,2925,308,267,770,482,0,72,542,119,616,0,0,5143,0,0,0
ObsidianForest,2926,342,288,770,436,380,465,587,590,702,0,0,5595,0,0,0
RuinsOfDrakgor,2927,206,182,770,296,0,105,418,140,456,0,0,5439,0,0,0
SlitheringCove,2928,198,201,770,622,169,0,0,0,0,0,0,5479,0,0,0
TheBlackBreach,2929,211,210,770,498,121,177,552,230,609,0,0,5609,0,0,0
TheGullet,2930,175,180,770,269,179,235,355,269,406,0,0,5139,0,0,0
TheKrazzworks,2931,226,232,770,654,0,52,720,144,821,0,0,5137,0,0,0
TheTwilightBreach,2932,199,212,770,312,192,281,372,342,429,0,0,5641,0,0,0
TheTwilightCitadel,2933,361,354,770,151,314,426,267,544,361,0,0,5473,0,0,0
TheTwilightGate,2934,165,199,770,327,356,415,373,502,429,0,0,5472,0,0,0
Thundermar,2935,238,229,770,374,93,164,461,228,546,0,0,5142,0,0,0
TwilightShore,2936,260,202,770,610,345,0,0,0,0,0,0,5425,0,0,0
VermillionRedoubt,2937,324,264,770,71,16,92,177,190,330,0,0,5155,0,0,0
VictoryPoint,2938,177,159,770,302,306,359,365,411,444,0,0,5470,0,0,0
WeepingWound,2939,214,190,770,358,0,38,431,106,528,0,0,5438,0,0,0
WyrmsBend,2940,191,198,770,205,232,0,0,0,0,0,0,5462,0,0,0
AkhenetFields,2941,164,185,720,471,277,325,515,374,574,0,0,5499,0,0,0
CradelOfTheAncient,2942,202,169,720,341,402,443,389,497,488,0,0,5596,0,0,0
HallsOfOrigination,2943,269,242,720,599,184,0,0,0,0,0,0,5582,5689,5701,5613
KhartutsTomb,2944,203,215,720,542,0,65,610,152,683,0,0,5455,0,0,0
LostCityOfTheTolVir,2945,233,321,720,527,291,424,583,557,698,0,0,5599,0,0,0
Marat,2946,160,193,720,406,174,230,469,283,512,0,0,5498,0,0,0
Nahom,2947,237,194,720,583,162,255,651,289,695,0,0,5467,0,0,0
Neferset,2948,209,254,720,407,384,510,460,588,567,0,0,5663,0,0,0
ObeliskOfTheMoon,2949,400,224,720,110,0,124,382,184,435,0,0,5668,5671,0,0
ObeliskOfTheStars,2950,196,170,720,551,121,179,605,246,690,0,0,5423,0,0,0
ObeliskOfTheSun,2951,269,203,720,340,282,345,413,407,500,0,0,5597,0,0,0
Orsis,2952,249,243,720,264,136,223,370,308,438,0,0,5465,0,0,0
Ramkahen,2953,228,227,720,411,67,188,512,246,586,0,0,5466,0,0,0
RuinsOfAhmtul,2954,278,173,720,365,0,84,433,125,491,0,0,5647,0,0,0
RuinsOfAmmon,2955,203,249,720,217,289,392,287,485,356,0,0,5606,0,0,0
Schnottzslanding,2956,312,289,720,28,221,380,160,448,256,0,0,5602,0,0,0
TahretGrounds,2957,150,159,720,545,193,0,0,0,0,0,0,5642,0,0,0
TempleofUldum,2958,296,209,720,132,127,177,303,239,374,0,0,5669,0,0,0
TheCursedlanding,2959,237,316,720,752,170,288,808,419,890,0,0,5612,0,0,0
TheGateofUnendingCycles,2960,161,236,720,647,15,0,0,0,0,0,0,5420,0,0,0
TheTrailOfDevestation,2961,206,204,720,657,349,0,0,0,0,0,0,5614,5696,0,0
TheVortexPinnacle,2962,213,195,720,656,473,514,706,640,832,0,0,5583,0,0,0
VirnaalDam,2963,151,144,720,479,215,0,0,0,0,0,0,5666,0,0,0
AkhenetFields,2964,164,185,748,471,277,325,515,374,574,0,0,5499,0,0,0
CradelOfTheAncient,2965,202,169,748,341,402,443,389,497,488,0,0,5596,0,0,0
HallsOfOrigination,2966,269,242,748,599,184,0,0,0,0,0,0,5582,5613,5701,0
KhartutsTomb,2967,203,215,748,542,0,65,610,152,683,0,0,5455,0,0,0
LostCityOfTheTolVir,2968,233,321,748,527,291,424,583,557,698,0,0,5599,0,0,0
Marat,2969,160,193,748,406,174,230,469,283,512,0,0,5498,0,0,0
Nahom,2970,237,194,748,583,162,255,651,289,695,0,0,5467,0,0,0
Neferset,2971,209,254,748,407,384,510,462,588,567,0,0,5663,0,0,0
ObeliskOfTheMoon,2972,400,224,748,110,0,124,382,184,435,0,0,5668,5671,0,0
ObeliskOfTheStars,2973,196,170,748,551,121,179,605,246,690,0,0,5423,0,0,0
ObeliskOfTheSun,2974,269,203,748,340,282,345,413,407,500,0,0,5597,0,0,0
Orsis,2975,249,243,748,264,136,223,370,308,438,0,0,5465,0,0,0
Ramkahen,2976,228,227,748,411,67,188,512,246,586,0,0,5466,0,0,0
RuinsOfAhmtul,2977,278,173,748,365,0,84,433,125,491,0,0,5647,0,0,0
RuinsOfAmmon,2978,203,249,748,217,289,392,287,485,356,0,0,5606,0,0,0
Schnottzslanding,2979,312,289,748,28,221,380,166,448,256,0,0,5602,0,0,0
TahretGrounds,2980,150,159,748,545,193,0,0,0,0,0,0,5642,0,0,0
TempleofUldum,2981,296,209,748,132,127,177,303,239,374,0,0,5669,0,0,0
TheCursedlanding,2982,237,316,748,752,170,288,808,419,890,0,0,5612,0,0,0
TheGateofUnendingCycles,2983,161,236,748,647,15,0,0,0,0,0,0,5420,0,0,0
TheTrailOfDevestation,2984,206,204,748,657,349,0,0,0,0,0,0,5614,5696,0,0
TheVortexPinnacle,2985,213,195,748,656,473,514,706,640,832,0,0,5583,0,0,0
ThroneOfTheFourWinds,2986,270,229,748,229,433,490,286,637,424,0,0,5684,0,0,0
VirnaalDam,2987,151,144,748,479,215,0,0,0,0,0,0,5666,0,0,0
ThroneOfTheFourWinds,2988,270,229,720,229,433,490,286,637,424,0,0,5684,0,0,0
TheGapingChasm,2989,184,217,39,294,168,254,348,326,437,0,0,5290,918,219,0
HillsbradFields,2990,302,175,24,191,302,373,346,432,407,0,0,286,5604,0,0
TheTwilightGate,2992,165,199,700,327,356,415,373,502,429,0,0,5472,0,0,0
TheTwilightGate,2993,165,199,770,327,356,0,0,0,0,0,0,5472,0,0,0
CampBoff,2994,274,448,17,407,220,326,476,363,549,0,0,5524,0,0,0
ApocryphansRest,2995,252,353,17,0,66,261,118,317,214,0,0,5565,340,0,0
TerrorWingPath,2996,350,341,29,646,7,177,800,225,857,0,0,2419,0,0,0
PillarofAsh,2997,274,413,29,253,255,329,302,388,422,0,0,5652,0,0,0
HardwrenchHideaway,2998,356,221,673,208,116,176,299,259,385,0,0,1739,0,0,0
TheAccursedReef,2999,340,225,610,365,162,0,0,0,0,0,0,5030,5057,0,0
DarkwhisperGorge,3000,220,189,610,528,228,0,0,0,0,0,0,5054,0,0,0
Lostpeak,3003,350,517,544,581,21,256,671,351,772,0,0,4911,4909,0,0
Lostpeak,3004,350,517,681,581,21,256,671,351,772,0,0,4911,4909,0,0
Lostpeak,3005,350,517,682,581,21,0,0,0,0,0,0,4911,4909,0,0
GalardellValley,3006,178,186,41,466,237,309,528,377,585,0,0,186,0,0,0
AQKingdom,3007,887,668,772,115,0,0,0,0,0,0,0,5695,0,0,0
HonorsStand,3008,315,170,607,201,0,44,326,105,407,0,0,4843,0,0,0
RazorfenKraul,3009,214,140,607,273,528,0,0,0,0,0,0,5518,0,0,0
TwilightBaseCamp,3010,434,231,261,100,151,254,411,321,483,0,0,2739,0,0,0
,3016,0,0,181,0,0,0,0,0,0,0,0,1231,0,0,0
DireforgeHill,3017,270,173,606,303,197,0,0,0,0,0,0,5022,4990,0,0
ArchimondesVengeance,3018,270,300,606,320,5,147,408,202,496,0,0,5623,5622,0,0
ArchimondesVengeance,3019,270,300,606,320,5,0,0,0,0,0,0,5622,5623,0,0
ArchimondesVengeance,3020,270,300,606,320,5,0,0,0,0,0,0,5033,5622,5623,0
DireforgeHill,3022,270,173,683,303,197,0,0,0,0,0,0,5022,4990,0,0
TheRegrowth,3023,441,319,683,52,253,311,263,375,397,0,0,5020,4861,5019,0
ArchimondesVengeance,3024,270,300,683,320,5,147,408,202,496,0,0,5623,5622,0,0
ArchimondesVengeance,3025,270,300,683,320,5,0,0,0,0,0,0,5622,5623,0,0
ArchimondesVengeance,3026,270,300,683,320,5,0,0,0,0,0,0,5033,5622,5623,0
GilneasPuzzle,3027,1002,668,684,0,0,0,0,0,0,0,0,4706,0,0,0
GilneasCity,3028,282,263,545,483,210,264,546,415,695,0,0,4755,0,0,0
,3029,0,0,17,0,0,208,626,262,703,0,0,5496,0,0,0
,3030,0,0,29,0,0,391,131,468,273,0,0,5650,0,0,0
,3031,0,0,29,0,0,318,104,360,192,0,0,5651,0,0,0
,3032,0,0,29,0,0,343,680,382,791,0,0,5677,0,0,0
,3033,0,0,27,0,0,312,879,365,954,0,0,805,0,0,0
,3034,0,0,27,0,0,346,610,395,661,0,0,5098,0,0,0
,3035,0,0,23,0,0,176,164,214,204,0,0,4067,0,0,0
,3036,0,0,30,0,0,545,301,589,351,0,0,63,0,0,0
,3037,0,0,30,0,0,562,396,601,439,0,0,64,0,0,0
,3038,0,0,30,0,0,617,229,647,280,0,0,5174,0,0,0
,3039,0,0,26,0,0,417,221,463,277,0,0,1887,0,0,0
,3040,0,0,26,0,0,365,292,414,346,0,0,1885,0,0,0
,3041,0,0,26,0,0,501,750,568,830,0,0,3317,0,0,0
,3042,0,0,26,0,0,280,631,330,689,0,0,5323,0,0,0
,3043,0,0,35,0,0,329,97,437,221,0,0,839,0,0,0
,3044,0,0,35,0,0,49,175,133,282,0,0,837,0,0,0
,3045,0,0,35,0,0,483,682,529,738,0,0,5391,0,0,0
,3046,0,0,36,0,0,158,179,200,232,0,0,98,0,0,0
,3047,0,0,36,0,0,218,571,262,663,0,0,5325,0,0,0
,3048,0,0,36,0,0,272,676,335,737,0,0,96,0,0,0
,3049,0,0,684,0,0,96,566,172,633,0,0,5434,0,0,0
,3050,0,0,684,0,0,207,503,254,549,0,0,5443,0,0,0
,3051,0,0,684,0,0,270,229,370,323,0,0,4817,0,0,0
,3052,0,0,684,0,0,562,580,628,684,0,0,5714,0,0,0
,3055,0,0,28,0,0,425,356,478,444,0,0,5628,0,0,0
,3056,0,0,28,0,0,230,329,295,498,0,0,5615,0,0,0
,3057,0,0,28,0,0,318,681,372,760,0,0,5629,0,0,0
,3058,0,0,28,0,0,261,322,316,381,0,0,1443,0,0,0
