ID,Effect,EffectBasePoints,EffectIndex,EffectAura,DifficultyID,EffectAmplitude,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectRealPointsPerLevel,EffectTriggerSpell,EffectPos_facing,EffectAttributes,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,ImplicitTarget_0,ImplicitTarget_1,SpellID
339997,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44388,0,0,0,1,0,226494
340004,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44390,0,0,0,1,0,226497
340010,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44389,0,0,0,1,0,226499
340042,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44402,0,0,0,1,0,226514
340046,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44403,0,0,0,1,0,226515
340050,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44404,0,0,0,1,0,226516
340181,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44410,0,0,0,1,0,226633
340185,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44408,0,0,0,1,0,226634
340189,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44409,0,0,0,1,0,226635
340258,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44419,0,0,0,1,0,226692
340262,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44420,0,0,0,1,0,226693
340266,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44418,0,0,0,1,0,226694
340325,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44427,0,0,0,1,0,226726
340329,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44428,0,0,0,1,0,226727
340333,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44429,0,0,0,1,0,226728
340372,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44432,0,0,0,1,0,226745
340379,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44433,0,0,0,1,0,226747
340385,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44434,0,0,0,1,0,226749
340390,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44436,0,0,0,1,0,226750
340439,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44444,0,0,0,1,0,226773
340444,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44445,0,0,0,1,0,226774
340449,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44446,0,0,0,1,0,226775
340454,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44447,0,0,0,1,0,226776
340530,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44455,0,0,0,1,0,226812
340548,6,25,1,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.60000002384,0,0,0,1,16,0,0,0,0,0,0,0,1,0,216019
340559,6,100,2,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,35,0,0,14,22,15,226821
340619,98,255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,255,0,15,18,8,226848
341678,6,100,2,108,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16777216,0,0,0,0,1,1,31821
342231,6,200,2,11,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,218608
342232,114,0,1,0,0,0,0,1,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18,22,15,223591
342233,35,200,2,11,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18,22,15,223591
342234,6,200,2,11,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,221710
342241,6,200,2,11,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,222409
342243,6,200,3,11,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,173338
342706,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,401,0,0,0,1,0,227867
342712,61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,51616,0,0,0,0,0,215115
343007,3,230216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,227967
343087,6,536249,0,3,0,0,1000,0,1,0,27501,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,1,0,228007
343559,6,205448,11,332,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,1,0,0,0,1,0,16,0,0,0,0,0,0,1,0,194249
343629,6,1,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,228303
343926,2,172496,1,0,14,0,0,0,1,0,28316,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,88,18,16,212942
344092,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44702,0,0,0,1,0,228511
344110,6,5,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,12,18,16,228524
344219,6,50,1,255,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33,0,144,0,104,0,202978
344483,6,100,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,35,0,0,0,1,0,228686
344980,6,100,2,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34,0,48,0,54,0,228891
344981,6,100,2,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33,0,48,0,54,0,228890
345100,6,535999,0,3,15,0,1000,0,1,0,28001,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,1,0,228007
345105,6,100,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,34,0,0,0,6,0,228932
345421,6,-90,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,229112
345440,31,91,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,229126
345634,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44761,0,0,0,1,0,229240
345668,6,1000,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,229264
345850,6,191999,0,3,17,0,1000,0,1,0,10001,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,1,0,228007
345851,6,723999,0,3,16,0,1000,0,1,0,37001,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,1,0,228007
345852,6,382999,0,3,14,0,1000,0,1,0,20001,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,1,0,228007
346170,6,900,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,35,0,0,7,87,16,227040
346287,6,-90,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33,0,0,0,1,0,229584
346493,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44853,0,0,0,1,0,229721
346496,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44854,0,0,0,1,0,229722
346748,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,167,0,0,0,1,0,229863
347502,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44951,0,0,0,1,0,230287
347554,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44963,0,0,0,1,0,230322
347565,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44965,0,0,0,1,0,230324
347578,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44966,0,0,0,1,0,230325
347594,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,44970,0,0,0,1,0,230326
347620,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45022,0,0,0,1,0,230335
347643,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45023,0,0,0,1,0,230340
347899,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47213,0,0,0,1,0,230474
348034,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47209,0,0,0,1,0,230874
348101,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47212,0,0,0,1,0,230909
348145,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47210,0,0,0,1,0,230933
349155,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45302,0,0,0,1,0,231494
349464,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,171,0,0,0,1,0,231638
349515,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,0,0,0,1,0,231671
349516,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,173,0,0,0,1,0,231672
349517,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,174,0,0,0,1,0,231673
349518,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,175,0,0,0,1,0,231674
349519,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,176,0,0,0,1,0,231675
349520,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,177,0,0,0,1,0,231676
349521,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,178,0,0,0,1,0,231677
349522,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,179,0,0,0,1,0,231678
349523,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,180,0,0,0,1,0,231679
349524,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,181,0,0,0,1,0,231680
349525,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,182,0,0,0,1,0,231681
349527,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,183,0,0,0,1,0,231683
349528,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,184,0,0,0,1,0,231684
349529,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,185,0,0,0,1,0,231685
349530,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,186,0,0,0,1,0,231686
349806,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47208,0,0,0,1,0,231868
349909,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45470,0,0,0,1,0,231933
349910,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47207,0,0,0,1,0,231934
349983,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45302,0,0,0,1,0,231979
349998,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45302,0,0,0,1,0,231991
350012,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45302,0,0,0,1,0,232002
350025,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45315,0,0,0,1,0,232010
350316,6,100,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34,0,0,0,25,0,232162
350712,6,10,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,25,0,232375
351416,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47211,0,0,0,1,0,232823
352043,2,584872,0,0,14,0,0,0,1,0,30255,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,233098
352474,179,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5663,0,0,0,18,0,233390
352503,6,60,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16777216,0,0,0,0,0,0,0,1,0,233410
352505,6,60,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16777216,0,0,0,0,0,0,0,1,0,233411
352831,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,187,0,0,0,1,0,233578
352834,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,188,0,0,0,1,0,233580
352847,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,189,0,0,0,1,0,233588
352868,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,190,0,0,0,1,0,233602
352869,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,191,0,0,0,1,0,233603
352870,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,192,0,0,0,1,0,233604
352872,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,193,0,0,0,1,0,233605
352873,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,194,0,0,0,1,0,233606
352875,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,195,0,0,0,1,0,233607
352876,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,196,0,0,0,1,0,233608
352877,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,197,0,0,0,1,0,233609
352882,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,198,0,0,0,1,0,233610
352883,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,199,0,0,0,1,0,233611
352884,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,200,0,0,0,1,0,233612
352885,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,201,0,0,0,1,0,233613
352887,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,202,0,0,0,1,0,233615
352889,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,203,0,0,0,1,0,233617
352890,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,204,0,0,0,1,0,233618
352896,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,205,0,0,0,1,0,233624
352897,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,206,0,0,0,1,0,233625
352900,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,207,0,0,0,1,0,233628
352902,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,208,0,0,0,1,0,233630
352904,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,209,0,0,0,1,0,233632
352926,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,210,0,0,0,1,0,233651
352938,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,211,0,0,0,1,0,233653
352939,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,212,0,0,0,1,0,233654
352940,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,213,0,0,0,1,0,233655
352941,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,214,0,0,0,1,0,233656
352942,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,215,0,0,0,1,0,233657
352943,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,216,0,0,0,1,0,233658
352944,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,217,0,0,0,1,0,233659
352945,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,218,0,0,0,1,0,233660
352947,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,219,0,0,0,1,0,233662
354405,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45815,0,0,0,1,0,234551
354409,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45817,0,0,0,1,0,234553
354414,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45822,0,0,0,1,0,234557
354416,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45823,0,0,0,1,0,234558
354443,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45824,0,0,0,1,0,234570
354454,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45830,0,0,0,1,0,234576
354460,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45828,0,0,0,1,0,234578
354493,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45829,0,0,0,1,0,234596
354497,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45831,0,0,0,1,0,234599
354498,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45827,0,0,0,1,0,234600
354504,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45826,0,0,0,1,0,234603
354505,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45825,0,0,0,1,0,234604
354532,6,300,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34,0,0,0,25,0,234619
354771,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,232,0,0,0,1,0,234729
354774,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,233,0,0,0,1,0,234732
354775,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,234,0,0,0,1,0,234733
354776,6,1000,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,120,0,234734
354777,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,235,0,0,0,1,0,234735
354778,6,10,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,120,0,234736
354780,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,236,0,0,0,1,0,234738
354781,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,237,0,0,0,1,0,234739
354799,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,238,0,0,0,1,0,234748
354800,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,239,0,0,0,1,0,234749
354801,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,240,0,0,0,1,0,234750
354802,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,241,0,0,0,1,0,234751
354803,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,242,0,0,0,1,0,234752
354804,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,243,0,0,0,1,0,234753
354806,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,244,0,0,0,1,0,234754
354810,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,245,0,0,0,1,0,234757
354813,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,246,0,0,0,1,0,234759
354814,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,247,0,0,0,1,0,234760
354823,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,248,0,0,0,1,0,234766
354824,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,249,0,0,0,1,0,234767
354825,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,250,0,0,0,1,0,234768
354826,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,251,0,0,0,1,0,234769
354827,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,252,0,0,0,1,0,234770
354828,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,253,0,0,0,1,0,234771
354998,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,254,0,0,0,1,0,234883
355006,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,255,0,0,0,1,0,234887
355037,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,256,0,0,0,1,0,234907
355039,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,257,0,0,0,1,0,234909
355040,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,258,0,0,0,1,0,234910
355041,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,259,0,0,0,1,0,234911
355042,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,260,0,0,0,1,0,234912
355048,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,261,0,0,0,1,0,234918
355049,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,262,0,0,0,1,0,234919
