Title_lang,Description_lang,Reward_lang,Flags,Instance_ID,Supercedes,Category,Ui_order,Shares_criteria,Faction,Points,Minimum_criteria,ID,IconFileID,Criteria_tree
"Brokenly Superior","Equip a superior item in every slot with a minimum item level of 790.",,0,-1,0,92,40,0,-1,10,0,10764,1116923,50085
"Brokenly Epic","Equip an epic item in every slot with a minimum item level of 840.",,0,-1,6349,92,45,0,-1,10,0,10765,1113071,50101
Egg-cellent!,"Defeat Dresaron after slaying the Hatespawn Abomination in Darkheart Thicket on Mythic difficulty.",,0,1466,0,15254,46,0,-1,10,0,10766,652130,50117
"Hidden Tracking - Apocalypse Ghouls Summoned","Number of Ghouls Summoned by Unholy DK Artifact",,1048577,-1,0,15256,26,0,-1,0,0,10768,136243,50156
"Burning Down the House","Defeat the Shade of Xavius while he has 10 stacks of Apocalyptic Empowerment in Darkheart Thicket on Mythic difficulty.",,0,-1,0,15254,47,0,-1,10,0,10769,1396976,50206
"The Tangerine Traveler","Find Pepe wearing his tiny, adorable goggles.",,0,-1,0,15246,15,0,-1,5,0,10770,1044996,50208
"Webbing Crashers","Defeat Elerethe Renferal in The Emerald Nightmare after destroying all her Pulsing Egg Sacs during the encounter on Normal difficulty or higher.",,0,-1,0,15255,14,0,-1,10,0,10771,136113,50213
"Use the Force(s)","Defeat Cenarius without cleansing each of the following Forces of Nightmare in The Emerald Nightmare on Normal difficulty or higher.",,0,1520,0,15255,18,0,-1,10,0,10772,1357812,50215
"Arcanic Cling","Defeat Ivanyr without taking any damage from Charged Bolt in The Arcway on Mythic difficulty.",,0,1516,0,15254,66,0,-1,10,0,10773,135753,50253
"Hatchling of the Talon","Gather 10 Emerald Orbs in a single session of Aviana's challenge in Sylvan Falls.","Item Reward: Emerald Winds",0,-1,0,15252,32,0,-1,5,0,10774,134206,50237
"Clean House","Defeat Corstilax without any pools of Nightwell Energy expiring in the Arcway on Mythic difficulty.",,0,1516,0,15254,65,0,-1,10,0,10775,655994,50251
"No Time to Waste","Defeat Advisor Vandros without killing any Timeless Wraiths in the Arcway on Mythic difficulty.",,0,1516,0,15254,64,0,-1,10,0,10776,369214,50249
"The Nightfallen","Earn Exalted status with The Nightfallen.",,0,-1,0,15258,3,0,-1,10,0,10778,1394956,50247
"Eye of Azshara","Defeat the Wrath of Azshara in Eye of Azshara.",,0,1456,0,15254,1,0,-1,10,0,10780,1417426,50261
"Heroic: Eye of Azshara","Defeat the Wrath of Azshara in Eye of Azshara on Heroic difficulty or higher.",,0,1456,10780,15254,2,0,-1,10,0,10781,1417426,50263
"Mythic: Eye of Azshara","Defeat the Wrath of Azshara in Eye of Azshara on Mythic difficulty.",,0,1456,10781,15254,3,0,-1,10,0,10782,1417426,50265
"Darkheart Thicket","Defeat the Shade of Xavius in Darkheart Thicket.",,0,1466,0,15254,4,0,-1,10,0,10783,1417425,50267
"Heroic: Darkheart Thicket","Defeat the Shade of Xavius in Darkheart Thicket on Heroic difficulty or higher.",,0,1466,10783,15254,5,0,-1,10,0,10784,1417425,50269
"Mythic: Darkheart Thicket","Defeat the Shade of Xavius in Darkheart Thicket on Mythic difficulty.",,0,1466,10784,15254,6,0,-1,10,0,10785,1417425,50271
"Halls of Valor","Defeat Odyn in Halls of Valor.",,0,1477,0,15254,7,0,-1,10,0,10786,1417427,50276
"Heroic: Halls of Valor","Defeat Odyn in Halls of Valor on Heroic difficulty or higher.",,0,1477,10786,15254,8,0,-1,10,0,10788,1417427,50278
"Mythic: Halls of Valor","Defeat Odyn in Halls of Valor on Mythic difficulty.",,0,1477,10788,15254,9,0,-1,10,0,10789,1417427,50280
"Vrykul Story, Bro","Complete the Stormheim storylines listed below.",,0,-1,0,15252,17,0,-1,10,0,10790,1409001,50290
"What a Ripoff!","Complete all of the Sixtrigger brothers' quests in Stormheim.",,0,-1,0,15252,36,0,-1,5,0,10793,463874,50305
"Neltharion's Lair","Defeat Dargrul in Neltharion's Lair.",,0,1458,0,15254,10,0,-1,10,0,10795,1417429,50307
"Heroic: Neltharion's Lair","Defeat Dargrul in Neltharion's Lair on Heroic difficulty or higher.",,0,1458,10795,15254,11,0,-1,10,0,10796,1417429,50309
"Mythic: Neltharion's Lair","Defeat Dargrul in Neltharion's Lair on Mythic difficulty.",,0,1458,10796,15254,12,0,-1,10,0,10797,1417429,50311
"Assault on Violet Hold","Defeat the leader of the Assault on Violet Hold.",,0,1544,0,15254,13,0,-1,10,0,10798,1417432,50313
"Heroic: Assault on Violet Hold","Defeat the leader of the Assault on Violet Hold on Heroic difficulty or higher.",,0,1544,10798,15254,14,0,-1,10,0,10799,1417432,50316
"Mythic: Assault on Violet Hold","Defeat the leader of the Assault on Violet Hold on Mythic difficulty.",,0,1544,10799,15254,15,0,-1,10,0,10800,1417432,50319
"Vault of the Wardens","Defeat Cordana Felsong in Vault of the Wardens.",,0,1493,0,15254,16,0,-1,10,0,10801,1417431,50322
"Heroic: Vault of the Wardens","Defeat Cordana Felsong in Vault of the Wardens on Heroic difficulty or higher.",,0,1493,10801,15254,17,0,-1,10,0,10802,1417431,50324
"Mythic: Vault of the Wardens","Defeat Cordana Felsong in Vault of the Wardens on Mythic difficulty.",,0,1493,10802,15254,18,0,-1,10,0,10803,1417431,50326
"Black Rook Hold","Defeat Lord Kur'talos Ravencrest in Black Rook Hold.",,0,1501,0,15254,19,0,-1,10,0,10804,1417423,50328
"Heroic: Black Rook Hold","Defeat Lord Kur'talos Ravencrest in Black Rook Hold on Heroic difficulty or higher.",,0,1501,10804,15254,20,0,-1,10,0,10805,1417423,50330
"Mythic: Black Rook Hold","Defeat Lord Kur'talos Ravencrest in Black Rook Hold on Mythic difficulty.",,0,1501,10805,15254,21,0,-1,10,0,10806,1417423,50332
"Maw of Souls","Defeat Helya in Maw of Souls.",,0,1492,0,15254,22,0,-1,10,0,10807,1417428,50334
"Heroic: Maw of Souls","Defeat Helya in Maw of Souls on Heroic difficulty or higher.",,0,1492,10807,15254,23,0,-1,10,0,10808,1417428,50336
"Mythic: Maw of Souls","Defeat Helya in Maw of Souls on Mythic difficulty.",,0,1492,10808,15254,24,0,-1,10,0,10809,1417428,50338
"Mythic: The Arcway","Defeat Advisor Vandros in The Arcway on Mythic difficulty.",,0,1516,0,15254,27,0,-1,10,0,10813,1417430,50346
"Mythic: Court of Stars","Defeat Advisor Melandrus in Court of Stars on Mythic difficulty.",,0,1571,0,15254,30,0,-1,10,0,10816,1417424,50350
"A Change In Scenery","Engage and defeat Spellblade Aluriel in the following areas of The Nighthold on Normal difficulty or higher. She must reach her destination within 120 seconds of entering combat and remain there until defeated:",,0,1530,0,15255,46,0,-1,10,0,10817,306845,50356
Darkbough,"Defeat the following bosses within the clutches of The Emerald Nightmare.",,0,1520,0,15255,3,0,-1,10,0,10818,1413864,50361
"Tormented Guardians","Defeat the following corrupted protectors in The Emerald Nightmare.",,0,1520,0,15255,4,0,-1,10,0,10819,1413865,50365
"Rift of Aln","Defeat Xavius in The Emerald Nightmare.",,0,1520,0,15255,5,0,-1,10,0,10820,1413871,50369
"Mythic: Nythendra","Defeat Nythendra in the Emerald Nightmare on Mythic difficulty.",,4096,1520,0,15255,6,0,-1,10,0,10821,1413869,50371
"Mythic: Elerethe Renferal","Defeat Elerethe Renferal in the Emerald Nightmare on Mythic difficulty.",,4096,1520,0,15255,7,0,-1,10,0,10822,1413867,50373
"Mythic: Il'gynoth","Defeat Il'gynoth, the Heart of Corruption, in the Emerald Nightmare on Mythic difficulty.",,4096,1520,0,15255,8,0,-1,10,0,10823,1413868,50375
"Mythic: Ursoc","Defeat Ursoc in the Emerald Nightmare on Mythic difficulty.",,4096,1520,0,15255,9,0,-1,10,0,10824,1413870,50377
"Mythic: Dragons of Nightmare","Defeat the Dragons of Nightmare in the Emerald Nightmare on Mythic difficulty.",,4096,1520,0,15255,10,0,-1,10,0,10825,1413866,50379
"Mythic: Cenarius","Defeat Cenarius in the Emerald Nightmare on Mythic difficulty.",,4096,1520,0,15255,11,0,-1,10,0,10826,1413865,50381
"Mythic: Xavius","Defeat Xavius in the Emerald Nightmare on Mythic difficulty.","Title Reward: the Dreamer",4096,1520,0,15255,12,0,-1,10,0,10827,1413871,50383
"Arcing Aqueducts","Defeat the following bosses within the base of The Nighthold.",,0,1530,0,15255,29,0,-1,10,0,10829,1413863,50387
"Took the Red Eye Down","Defeat Il'gynoth in The Emerald Nightmare after inflicting 20 Nightmare Explosions on the Eye of Il'gynoth within 10 seconds on Normal difficulty or higher.",,0,-1,0,15255,16,0,-1,10,0,10830,1357795,50391
"Royal Athenaeum","Defeat the following bosses within The Nighthold.",,0,1530,0,15255,30,0,-1,10,0,10837,1413857,50393
Nightspire,"Defeat the following bosses within The Nighthold.",,0,1530,0,15255,31,0,-1,10,0,10838,1413855,50397
"Betrayer's Rise","Defeat Gul'dan atop The Nighthold.",,0,1530,0,15255,32,0,-1,10,0,10839,1413856,50401
"Mythic: Skorpyron","Defeat Skorpyron in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,33,0,-1,10,0,10840,1413859,50403
"Mythic: Chronomatic Anomaly","Defeat Chronomatic Anomaly in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,34,0,-1,10,0,10842,1413854,50405
"Mythic: Trilliax","Defeat Trilliax in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,35,0,-1,10,0,10843,1413863,50408
"Mythic: Spellblade Aluriel","Defeat Spellblade Aluriel in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,36,0,-1,10,0,10844,1413860,50410
"Mythic: Star Augur Etraeus","Defeat Star Augur Etraeus in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,37,0,-1,10,0,10845,1413861,50412
"Mythic: High Botanist Tel'arn","Defeat High Botanist Tel'arn in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,38,0,-1,10,0,10846,1413857,50414
"Mythic: Tichondrius","Defeat Tichondrius in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,39,0,-1,10,0,10847,1413862,50416
"Mythic: Krosus","Defeat Krosus in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,40,0,-1,10,0,10848,1413858,50418
"Mythic: Grand Magistrix Elisande","Defeat Grand Magistrix Elisande in The Nighthold on Mythic difficulty.",,4096,1530,0,15255,41,0,-1,10,0,10849,1413855,50420
"Mythic: Gul'dan","Defeat Gul'dan in The Nighthold on Mythic difficulty.","Title Reward: Vengeance Incarnate",4096,1530,0,15255,42,0,-1,10,0,10850,1413856,50422
Elementalry!,"Defeat Star Augur Etraeus in The Nighthold after having defeated a Well-Traveled Nether Elemental on Normal difficulty or higher.",,0,1530,0,15255,47,0,-1,10,0,10851,135728,50424
"Artifact or Artifiction","Reach Artifact Knowledge level 10 through the researchers in your Class Hall.",,0,-1,0,15256,14,0,-1,10,0,10852,1411834,50428
"Part of History","Learn everything there is to know about an artifact weapon through the researchers in your Class Hall.",,0,-1,10852,15256,15,0,-1,10,0,10853,1411833,50430
"Realm First! Xavius","First guild on the realm to defeat Xavius in The Emerald Nightmare on Mythic difficulty while in a guild group.",,63744,-1,0,15093,24,0,-1,0,0,10854,1413871,50432
"Realm First! Gul'dan","First guild on the realm to defeat Gul'dan in The Nighthold on Mythic difficulty while in a guild group.",,63744,-1,0,15093,26,0,-1,0,0,10855,1413856,50434
"Mythic: Eye of Azshara Guild Run","Defeat the Wrath of Azshara in Eye of Azshara on Mythic difficulty while in a guild group.",,49152,1456,0,15262,1,0,-1,10,0,10856,1417426,50436
"Mythic: Darkheart Thicket Guild Run","Defeat the Shade of Xavius in Darkheart Thicket on Mythic difficulty while in a guild group.",,49152,1466,0,15262,2,0,-1,10,0,10857,1417425,50438
"Mythic: Halls of Valor Guild Run","Defeat Odyn in Halls of Valor on Mythic difficulty while in a guild group.",,49152,1477,0,15262,3,0,-1,10,0,10858,1417427,50440
"Mythic: Neltharion's Lair Guild Run","Defeat Dargrul in Neltharion's Lair on Mythic difficulty while in a guild group.",,49152,1458,0,15262,4,0,-1,10,0,10859,1417429,50442
"Mythic: Assault on Violet Hold Guild Run","Defeat the leader of the Assault on Violet Hold on Mythic difficulty while in a guild group.",,49152,1544,0,15262,5,0,-1,10,0,10860,1417432,50444
"Mythic: Vault of the Wardens Guild Run","Defeat Cordana Felsong in Vault of the Wardens on Mythic difficulty while in a guild group.",,49152,1493,0,15262,6,0,-1,10,0,10861,1417431,50447
"Mythic: Black Rook Hold Guild Run","Defeat Lord Kur'talos Ravencrest in Black Rook Hold on Mythic difficulty while in a guild group.",,49152,1493,0,15262,7,0,-1,10,0,10862,1417423,50449
"Mythic: Maw of Souls Guild Run","Defeat Helya in Maw of Souls on Mythic difficulty while in a guild group.",,49152,1492,0,15262,8,0,-1,10,0,10863,1417428,50451
"Mythic: The Arcway Guild Run","Defeat Advisor Vandros in The Arcway on Mythic difficulty while in a guild group.",,49152,1516,0,15262,9,0,-1,10,0,10864,1417430,50453
"Mythic: Court of Stars Guild Run","Defeat Advisor Melandrus in Court of Stars on Mythic difficulty while in a guild group.",,49152,1571,0,15262,10,0,-1,10,0,10865,1417424,50455
"The Emerald Nightmare Guild Run","Defeat the bosses of The Emerald Nightmare on Normal difficulty or higher, while in a guild group.",,61440,1520,0,15263,1,0,-1,10,0,10866,1413864,50457
"The Nighthold Guild Run","Defeat the bosses of The Nighthold on Normal difficulty or higher, while in a guild group.",,61440,1530,0,15263,3,0,-1,10,0,10868,1413853,50465
"Can't Eat Just One","Defeat Naraxas after she gains 6 stacks of Ravenous in Neltharion's Lair on Mythic difficulty.",,0,-1,0,15254,49,0,-1,10,0,10875,1387652,50542
"Battle on the Broken Isles","Complete 30 Pet Battle World Quests","Reward: Pocket Pet Portal",135168,-1,0,15119,41,0,-1,10,0,10876,652174,50544
"Pillars of Creation","Scour the Broken Isles and recover all five Pillars of Creation.",,0,-1,0,15252,23,0,-1,25,0,10877,897131,50645
"Wrath of Azshara kills (Normal Eye of Azshara)",,,1,1456,0,15264,1,0,-1,0,0,10878,136243,50693
"Wrath of Azshara kills (Heroic Eye of Azshara)",,,1,1456,0,15264,2,0,-1,0,0,10879,136243,50695
"Wrath of Azshara kills (Mythic Eye of Azshara)",,,1,1456,0,15264,3,0,-1,0,0,10880,136243,50697
"Shade of Xavius kills (Normal Darkheart Thicket)",,,1,1466,0,15264,4,0,-1,0,0,10881,136243,50699
"Shade of Xavius kills (Heroic Darkheart Thicket)",,,1,1466,0,15264,5,0,-1,0,0,10882,136243,50701
"Shade of Xavius kills (Mythic Darkheart Thicket)",,,1,1466,0,15264,6,0,-1,0,0,10883,136243,50703
"Dargrul kills (Normal Neltharion's Lair)",,,1,1458,0,15264,7,0,-1,0,0,10884,136243,50705
"Dargrul kills (Heroic Neltharion's Lair)",,,1,1458,0,15264,8,0,-1,0,0,10885,136243,50707
"Dargrul kills (Mythic Neltharion's Lair)",,,1,1458,0,15264,9,0,-1,0,0,10886,136243,50709
"Odyn defeats (Normal Halls of Valor)",,,1,1477,0,15264,10,0,-1,0,0,10887,136243,50711
"Odyn defeats (Heroic Halls of Valor)",,,1,1477,0,15264,11,0,-1,0,0,10888,136243,50713
"Odyn defeats (Mythic Halls of Valor)",,,1,1477,0,15264,12,0,-1,0,0,10889,136243,50715
"Fel Lord Betrug kills (Normal Assault on Violet Hold)",,,1,1544,0,15264,13,0,-1,0,0,10890,136243,50717
"Fel Lord Betrug kills (Heroic Assault on Violet Hold)",,,1,1544,0,15264,15,0,-1,0,0,10891,136243,50720
"Fel Lord Betrug kills (Mythic Assault on Violet Hold)",,,1,1544,0,15264,17,0,-1,0,0,10892,136243,50723
"Sael'orn kills (Normal Assault on Violet Hold)",,,1,1544,0,15264,14,0,-1,0,0,10893,136243,50725
"Sael'orn kills (Heroic Assault on Violet Hold)",,,1,1544,0,15264,16,0,-1,0,0,10894,136243,50727
"Sael'orn kills (Mythic Assault on Violet Hold)",,,1,1544,0,15264,18,0,-1,0,0,10895,136243,50729
"Cordana Felsong kills (Normal Vault of the Wardens)",,,1,1493,0,15264,19,0,-1,0,0,10896,136243,50731
"Cordana Felsong kills (Heroic Vault of the Wardens)",,,1,1493,0,15264,20,0,-1,0,0,10897,136243,50733
"Cordana Felsong kills (Mythic Vault of the Wardens)",,,1,1493,0,15264,21,0,-1,0,0,10898,136243,50735
"Kur'talos Ravencrest defeats (Normal Black Rook Hold)",,,1,1501,0,15264,22,0,-1,0,0,10899,136243,50737
"Kur'talos Ravencrest defeats (Heroic Black Rook Hold)",,,1,1501,0,15264,23,0,-1,0,0,10900,136243,50739
"Kur'talos Ravencrest defeats (Mythic Black Rook Hold)",,,1,1501,0,15264,24,0,-1,0,0,10901,136243,50741
"Helya defeats (Normal Maw of Souls)",,,1,1492,0,15264,25,0,-1,0,0,10902,136243,50743
"Helya defeats (Heroic Maw of Souls)",,,1,1492,0,15264,26,0,-1,0,0,10903,136243,50745
"Helya defeats (Mythic Maw of Souls)",,,1,1492,0,15264,27,0,-1,0,0,10904,136243,50747
"Advisor Vandros kills (Mythic Arcway)",,,1,1516,0,15264,30,0,-1,0,0,10907,136243,50753
"Advisor Melandrus kills (Mythic Court of Stars)",,,1,1571,0,15264,33,0,-1,0,0,10910,136243,50759
"Nythendra kills (Raid Finder Emerald Nightmare)",,,1,1520,0,15264,35,0,-1,0,0,10911,136243,50761
"Nythendra kills (Normal Emerald Nightmare)",,,1,1520,0,15264,36,0,-1,0,0,10912,136243,50763
"Nythendra kills (Heroic Emerald Nightmare)",,,1,1520,0,15264,37,0,-1,0,0,10913,136243,50765
"Nythendra kills (Mythic Emerald Nightmare)",,,1,1520,0,15264,38,0,-1,0,0,10914,136243,50767
"Ursoc kills (Raid Finder Emerald Nightmare)",,,1,1520,0,15264,47,0,-1,0,0,10915,136243,50769
"Ursoc kills (Normal Emerald Nightmare)",,,1,1520,0,15264,48,0,-1,0,0,10916,136243,50771
"Ursoc kills (Heroic Emerald Nightmare)",,,1,1520,0,15264,49,0,-1,0,0,10917,136243,50773
"Ursoc kills (Mythic Emerald Nightmare)",,,1,1520,0,15264,50,0,-1,0,0,10919,136243,50775
"Elerethe Renferal kills (Raid Finder Emerald Nightmare)",,,1,1520,0,15264,39,0,-1,0,0,10920,136243,50777
"Elerethe Renferal kills (Normal Emerald Nightmare)",,,1,1520,0,15264,40,0,-1,0,0,10921,136243,50779
"Elerethe Renferal kills (Heroic Emerald Nightmare)",,,1,1520,0,15264,41,0,-1,0,0,10922,136243,50781
"Elerethe Renferal kills (Mythic Emerald Nightmare)",,,1,1520,0,15264,42,0,-1,0,0,10923,136243,50783
"Il'gynoth kills (Raid Finder Emerald Nightmare)",,,1,1520,0,15264,43,0,-1,0,0,10924,136243,50785
"Il'gynoth kills (Normal Emerald Nightmare)",,,1,1520,0,15264,44,0,-1,0,0,10925,136243,50787
"Il'gynoth kills (Heroic Emerald Nightmare)",,,1,1520,0,15264,45,0,-1,0,0,10926,136243,50789
"Il'gynoth kills (Mythic Emerald Nightmare)",,,1,1520,0,15264,46,0,-1,0,0,10927,136243,50791
"Dragons of Nightmare kills (Raid Finder Emerald Nightmare)",,,1,1520,0,15264,51,0,-1,0,0,10928,136243,50793
"Dragons of Nightmare kills (Normal Emerald Nightmare)",,,1,1520,0,15264,52,0,-1,0,0,10929,136243,50795
"Dragons of Nightmare kills (Heroic Emerald Nightmare)",,,1,1520,0,15264,53,0,-1,0,0,10930,136243,50797
"Dragons of Nightmare kills (Mythic Emerald Nightmare)",,,1,1520,0,15264,54,0,-1,0,0,10931,136243,50799
"Cenarius redemptions (Raid Finder Emerald Nightmare)",,,1,1520,0,15264,55,0,-1,0,0,10932,136243,50801
"Cenarius redemptions (Normal Emerald Nightmare)",,,1,1520,0,15264,56,0,-1,0,0,10933,136243,50803
"Cenarius redemptions (Heroic Emerald Nightmare)",,,1,1520,0,15264,57,0,-1,0,0,10934,136243,50805
"Cenarius redemptions (Mythic Emerald Nightmare)",,,1,1520,0,15264,58,0,-1,0,0,10935,136243,50807
"Xavius kills (Raid Finder Emerald Nightmare)",,,1,1520,0,15264,59,0,-1,0,0,10936,136243,50809
"Xavius kills (Normal Emerald Nightmare)",,,1,1520,0,15264,60,0,-1,0,0,10937,136243,50811
"Xavius kills (Heroic Emerald Nightmare)",,,1,1520,0,15264,61,0,-1,0,0,10938,136243,50813
"Xavius kills (Mythic Emerald Nightmare)",,,1,1520,0,15264,62,0,-1,0,0,10939,136243,50815
"Skorpyron kills (Raid Finder Nighthold)",,,1,1530,0,15264,75,0,-1,0,0,10940,136243,50817
"Skorpyron kills (Normal Nighthold)",,,1,1530,0,15264,76,0,-1,0,0,10941,136243,50819
"Skorpyron kills (Heroic Nighthold)",,,1,1530,0,15264,77,0,-1,0,0,10942,136243,50821
"Skorpyron kills (Mythic Nighthold)",,,1,1530,0,15264,78,0,-1,0,0,10943,136243,50823
"Chronomatic Anomaly kills (Raid Finder Nighthold)",,,1,1530,0,15264,79,0,-1,0,0,10944,136243,50825
"Chronomatic Anomaly kills (Normal Nighthold)",,,1,1530,0,15264,80,0,-1,0,0,10945,136243,50827
"Chronomatic Anomaly kills (Heroic Nighthold)",,,1,1530,0,15264,81,0,-1,0,0,10946,136243,50829
"Chronomatic Anomaly kills (Mythic Nighthold)",,,1,1530,0,15264,82,0,-1,0,0,10947,136243,50831
"Trilliax kills (Raid Finder Nighthold)",,,1,1530,0,15264,83,0,-1,0,0,10948,136243,50833
"Trilliax kills (Normal Nighthold)",,,1,1530,0,15264,84,0,-1,0,0,10949,136243,50835
"Trilliax kills (Heroic Nighthold)",,,1,1530,0,15264,85,0,-1,0,0,10950,136243,50837
"Trilliax kills (Mythic Nighthold)",,,1,1530,0,15264,86,0,-1,0,0,10951,136243,50839
"Spellblade Aluriel kills (Raid Finder Nighthold)",,,1,1530,0,15264,87,0,-1,0,0,10952,136243,50841
"Spellblade Aluriel kills (Normal Nighthold)",,,1,1530,0,15264,88,0,-1,0,0,10953,136243,50843
"Spellblade Aluriel kills (Heroic Nighthold)",,,1,1530,0,15264,89,0,-1,0,0,10954,136243,50845
"Spellblade Aluriel kills (Mythic Nighthold)",,,1,1530,0,15264,90,0,-1,0,0,10955,136243,50847
"Star Augur Etraeus kills (Raid Finder Nighthold)",,,1,1530,0,15264,91,0,-1,0,0,10956,136243,50849
"Star Augur Etraeus kills (Normal Nighthold)",,,1,1530,0,15264,92,0,-1,0,0,10957,136243,50851
"Star Augur Etraeus kills (Heroic Nighthold)",,,1,1530,0,15264,93,0,-1,0,0,10959,136243,50853
"Star Augur Etraeus kills (Mythic Nighthold)",,,1,1530,0,15264,94,0,-1,0,0,10960,136243,50855
"High Botanist Tel'arn kills (Raid Finder Nighthold)",,,1,1530,0,15264,95,0,-1,0,0,10961,136243,50857
"High Botanist Tel'arn kills (Normal Nighthold)",,,1,1530,0,15264,96,0,-1,0,0,10962,136243,50859
"High Botanist Tel'arn kills (Heroic Nighthold)",,,1,1530,0,15264,97,0,-1,0,0,10963,136243,50861
"High Botanist Tel'arn kills (Mythic Nighthold)",,,1,1530,0,15264,98,0,-1,0,0,10964,136243,50863
"Tichondrius kills (Raid Finder Nighthold)",,,1,1530,0,15264,99,0,-1,0,0,10965,136243,50865
"Tichondrius kills (Normal Nighthold)",,,1,1530,0,15264,100,0,-1,0,0,10966,136243,50867
"Tichondrius kills (Heroic Nighthold)",,,1,1530,0,15264,101,0,-1,0,0,10967,136243,50869
"Grand Magistrix Elisande kills (Raid Finder Nighthold)",,,1,1530,0,15264,107,0,-1,0,0,10973,136243,50881
"Grand Magistrix Elisande kills (Normal Nighthold)",,,1,1530,0,15264,108,0,-1,0,0,10974,136243,50883
"Grand Magistrix Elisande kills (Heroic Nighthold)",,,1,1530,0,15264,109,0,-1,0,0,10975,136243,50885
"Grand Magistrix Elisande kills (Mythic Nighthold)",,,1,1530,0,15264,110,0,-1,0,0,10976,136243,50887
"Gul'dan kills (Raid Finder Nighthold)",,,1,1530,0,15264,111,0,-1,0,0,10977,136243,50889
"Gul'dan kills (Normal Nighthold)",,,1,1530,0,15264,112,0,-1,0,0,10978,136243,50891
"Gul'dan kills (Heroic Nighthold)",,,1,1530,0,15264,113,0,-1,0,0,10979,136243,50893
"Gul'dan kills (Mythic Nighthold)",,,1,1530,0,15264,114,0,-1,0,0,10980,136243,50895
"Legion dungeons completed (final boss defeated)","Legion dungeons completed (final boss defeated)",,1,-1,0,14807,29,0,-1,0,0,10981,136243,50897
"Legion dungeon bosses defeated","Legion dungeon bosses defeated",,1,-1,0,14807,30,0,-1,0,0,10982,136243,50909
"Legion dungeon boss defeated the most","Legion dungeon boss defeated the most",,1,-1,0,14807,31,0,-1,0,0,10983,136243,50956
"Legion raids completed (final boss defeated)","Legion dungeon boss defeated the most",,1,-1,0,14807,32,0,-1,0,0,10984,136243,51003
"Legion raid bosses defeated","Legion raid bosses defeated",,1,-1,0,14807,33,0,-1,0,0,10985,136243,51006
"Legion raid boss defeated the most","Legion raid boss defeated the most",,1,-1,0,14807,34,0,-1,0,0,10986,136243,51024
"Top Honors","Reach Honor Level 50.",,0,-1,0,15266,2,0,1,10,0,10988,463450,51139
"Top Honors","Reach Honor Level 50.",,0,-1,0,15266,1,0,0,10,0,10990,463451,51155
"First Step into a Larger World","Reach Prestige Level 1.",,12288,-1,0,15266,3,0,-1,10,0,10991,1455891,51157
"Here We Go Again","Reach Prestige Level 2.",,12288,-1,0,15266,4,0,-1,10,0,10992,1455892,51159
"Third Time's The Charm","Reach Prestige Level 3.",,12288,-1,0,15266,5,0,-1,10,0,10993,1455893,51161
"A Glorious Campaign","Complete your class Order Campaign.",,0,-1,0,15275,1,0,-1,10,0,10994,462672,51056
"For Prestige","Reach Prestige Level 4.",,12288,-1,0,15266,6,0,-1,10,0,10995,1455894,51193
"Got to Ketchum All","Use the Ketchum Tablet to acquire imprints of all the named snails within Neltharion's Lair.",,0,-1,0,15254,48,0,-1,10,0,10996,134434,51195
"Vindictive Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Legion Season 1.","Reward: Vicious Saddle",2048,-1,0,15270,93,0,0,0,0,10997,463449,51197
"Vindictive Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Legion Season 1.","Reward: Vicious Saddle",2048,-1,0,15270,94,0,1,0,0,10998,463448,51200
"Vindictive Gladiator's Storm Dragon","Obtain the Vindictive Gladiator's Storm Dragon from Legion Arena Season 1.",,14336,-1,0,15269,36,0,-1,0,1,10999,1503309,51208
"Fearless Gladiator's Storm Dragon","Obtain the Fearless Gladiator's Storm Dragon from Legion Arena Season 2.",,14336,-1,0,15269,37,0,-1,0,1,11000,1503310,51211
"Cruel Gladiator's Storm Dragon","Obtain the Cruel Gladiator's Storm Dragon from Legion Arena Season 3.",,14336,-1,0,15269,38,0,-1,0,1,11001,1503311,51214
"Ferocious Gladiator's Storm Dragon","Obtain the Ferocious Gladiator's Storm Dragon from Legion Arena Season 4.",,14336,-1,0,15269,39,0,-1,0,1,11002,1503312,51217
"Fearless Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Legion Season 2.","Reward: Vicious Saddle",14336,-1,0,15270,109,0,0,0,0,11003,463449,58865
"Fearless Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Legion Season 2.","Reward: Vicious Saddle",14336,-1,0,15270,110,0,1,0,0,11004,463448,51223
"Cruel Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Legion Season 3.","Reward: Vicious Saddle",6144,-1,0,15270,189,0,0,0,0,11005,463449,51226
"Cruel Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Legion Season 3.","Reward: Vicious Saddle",6144,-1,0,15270,190,0,1,0,0,11008,463448,51229
